,V1,V2,IngreNo,IngreSeason,IngreCal,IngreSubCatNo
1844,雞汁,10,KA0456,12,NA,K
1845,素湯頭,2,KA0457,12,0.706,K
1846,奶香湯頭,1,KA0458,12,NA,K
1847,雞湯,718,KA0459,12,0.8266666667,K
1848,高湯,2950,KA0460,12,0.4894206056,K
1849,素高湯,62,KA0461,12,0.34,K
1850,冬陰功,3,KA0462,12,NA,K
1851,蝦油,14,KA0463,12,7.8,K
1852,鮮雞晶,108,KA0464,12,2.5,K
1853,米霖,48,KA0465,12,2.18,K
1854,味醂,2066,KA0466,12,2.2,K
1855,香菇精,151,KA0467,12,NA,K
1856,嫩精,75,KA0468,12,NA,K
1857,改良劑,63,KA0469,12,NA,K
1858,紅潤釀,2,KA0470,12,NA,K
1859,醃味料,5,KA0471,12,3.32,K
1860,乳化劑,57,KA0472,12,NA,K
1861,吉利丁,NA,KA0473,12,3.41,K
1862,吉利T,99,KA0474,12,2.78,K
1863,洋菜粉,119,KA0475,12,3.11,K
1864,茶凍粉,2,KA0476,12,3.11,K
1865,寒天粉,30,KA0477,12,3,K
1866,藍藻粉,2,KA0478,12,NA,K
1867,果膠,63,KA0479,12,0.11,K
1868,蜂膠,1,KA0480,12,NA,K
1869,亮光膠,1,KA0481,12,NA,K
1870,杏桃醬,7,KA0482,12,NA,K
1871,藍梅醬,1,KA0483,12,NA,K
1872,膠凍,NA,KA0484,12,NA,K
1873,濃湯粉,31,KA0485,12,NA,K
1874,調味粉包,32,KA0486,12,2.64,K
1875,Taco調味粉,1,KA0487,12,2.64,K
1876,中華調味粉,1,KA0488,12,2.64,K
1877,韓式甘味調味粉,1,KA0489,12,2.64,K
1878,美式綜合調味粉,1,KA0490,12,2.64,K
1879,醃肉調味粉,3,KA0491,12,2.64,K
1880,鮮味炒手,225,KA0492,12,2.64,K
1881,烹大師堅魚風味,17,KA0493,12,2.64,K
1882,義式調味粉,1,KA0494,12,2.64,K
1883,日式料理粉,1,KA0495,12,2.64,K
1884,酒麴,4,KA0496,12,1,K
1885,酒粕,2,KA0497,12,1,K
1886,紅糟,227,KA0498,12,1,K
1887,白酒麴,4,KA0499,12,1,K
1888,白芝麻,1351,KA0500,12,5.985,K
1889,芝麻,978,KA0501,12,5.9,K
1890,黑芝麻粉,120,KA0502,12,2.76,K
1891,芝麻醬,359,KA0503,12,6.065,K
1892,甘草粉,37,KA0504,12,3.61,K
1893,甘草,247,KA0505,12,2.03,K
1894,肉桂,342,KA0506,12,2.423333333,K
1895,肉桂粉,541,KA0507,12,2.47,K
1896,小茴香,225,KA0508,12,0.8329147287,K
1897,蒔蘿,31,KA0509,12,1.48,K
1898,蒔蘿粉,2,KA0510,12,1.48,K
1899,葛縷子,2,KA0511,12,0.26,K
1900,巴西里,1004,KA0512,12,0,K
1901,草果,101,KA0513,12,0.56,K
1902,刺山柑,1,KA0514,12,0.26,K
1903,刺柏,4,KA0515,12,0.26,K
1904,酸豆,109,KA0516,12,1.395,K
1905,豆蔻,69,KA0517,12,4.275,K
1906,荳蔻粉,117,KA0518,12,4.31,K
1907,孜然,116,KA0520,12,1.62,K
1908,赤查某,1,KA0521,12,0.26,K
1909,辣木,1,KA0522,12,0.26,K
1910,葛樓子,1,KA0523,12,0.26,K
1911,蓮葉,1,KA0524,12,0.26,K
1912,香料,286,KA0525,12,2.64,K
1913,西式香料,12,KA0526,12,2.64,K
1914,義大利香料,772,KA0527,12,3.68,K
1915,印度香料,16,KA0528,12,2.64,K
1916,泰式香料,1,KA0529,12,2.64,K
1917,美國西南方風味香料粉,1,KA0530,12,2.64,K
1918,墨西哥香料,8,KA0531,12,2.64,K
1919,法式香料,5,KA0532,12,2.64,K
1920,鹽焗雞香料粉,6,KA0533,12,2.64,K
1921,西洋香料,1,KA0534,12,2.64,K
1922,桂花香料,3,KA0535,12,2.64,K
1923,摩洛哥香料,1,KA0536,12,2.64,K
1924,海鮮香料,1,KA0537,12,2.64,K
1925,烤雞粉,1,KA0538,12,2.64,K
1926,紅花,5,KA0539,12,2.2,K
1927,龍蒿,3,KA0540,12,2.95,K
1928,菩提葉,1,KA0541,12,0.26,K
1929,月桂葉,570,KA0542,12,3.13,K
1930,薰衣草,50,KA0543,12,0.26,K
1931,薄荷葉,340,KA0544,12,0.762,K
1932,杭菊,8,KA0545,12,0.26,K
1933,甜葉菊,1,KA0546,12,0.26,K
1934,藿香,1,KA0547,12,1.89,K
1935,荷葉,51,KA0548,12,0.26,K
1936,奧勒岡,113,KA0550,12,2.555,K
1937,九層塔,2072,KA0551,12,0.5166171267,K
1938,甜蘿勒,1,KA0552,12,0.5166171267,K
1939,叻沙葉,NA,KA0553,12,0.26,K
1940,咖哩葉,5,KA0554,12,0.26,K
1941,棕櫚葉,NA,KA0556,12,0.26,K
1942,香蕉葉,6,KA0557,12,0.26,K
1943,烏芭葉,NA,KA0558,12,0.26,K
1944,七里香,1,KA0559,12,2.87,K
1945,麝香草,371,KA0560,12,1.256666667,K
1946,七葉蘭,24,KA0561,12,0.26,K
1947,木糖醇,2,KA0562,12,0.63,K
1948,山藥粉,2,KA0563,12,3.1,K
1949,百草粉,10,KA0564,12,3.4,K
1950,馬郁蘭,3,KA0565,12,0,K
1951,馬鞭草,6,KA0566,12,0.26,K
1952,蛇舌草,4,KA0567,12,0.26,K
1953,黑罌栗,NA,KA0568,12,0.26,K
1954,盤龍蔘,NA,KA0569,12,0.26,K
1955,龍蒿葉,1,KA0570,12,0.26,K
1956,蕺菜,6,KA0571,12,0.2775,K
1957,檳榔嫩莖,NA,KA0572,12,0.31,K
1958,藤三七,NA,KA0573,12,0.29,K
1959,欖角,2,KA0574,12,0.26,K
1960,蘿蔔葉,14,KA0575,12,0.49,K
1961,香草,583,KA0576,12,0.31,K
1962,香茅,205,KA0577,12,0.7033333333,K
1963,香草精,792,KA0578,12,0.47,K
1964,蘭姆精,1,KA0579,12,NA,K
1965,梅精,1,KA0580,12,1.058,K
1966,橄欖,187,KA0581,1,0.5575,K
1967,綠橄欖,20,KA0582,12,1.45,K
1968,玫瑰露,17,KA0583,12,0.32,K
1969,蕃紅花粉,4,KA0584,12,3.1,K
1970,鼠尾草,26,KA0585,12,0.37,K
1971,杜卡,1,KA0587,12,4.89,K
1972,炸香料,1,KA0588,12,2.26,K
1973,肯瓊粉,3,KA0589,12,NA,K
1974,桑葉,7,KA0590,12,0.24,K
1975,車前草,2,KA0591,12,0.25,K
1976,柚子葉,1,KA0592,12,0.26,K
1977,茶末,1,KA0593,12,5.25,K
1978,泡椒,4,KA0594,12,NA,K
1979,石古子,1,KA0595,12,0.6,K
1980,泰式涼拌醬,2,KA0596,12,NA,K
1981,酸辣醬,116,KA0597,12,NA,K
1982,辣拌醬,8,KA0598,12,1,K
1983,宮保雞丁醬,1,KA0599,12,2.13,K
1984,魯肉罐頭,1,KA0600,12,3.97,K
1985,滷汁,544,KA0601,12,3.97,K
1986,肉汁,14,KA0602,12,3.97,K
1987,醬汁,372,KA0603,12,0.515,K
1988,亨氏調味汁,NA,KA0604,12,0.91,K
1989,鮮辣淋汁,1,KA0605,12,NA,K
1990,滷水,10,KA0606,12,3.97,K
1991,粉漿,8,KA0607,12,4.41,K
1992,望羅子汁,1,KA0609,12,NA,K
1993,筍醬,3,KA0610,12,NA,K
1994,天婦羅沾料,1,KA0611,12,NA,K
1995,火鍋沾料,NA,KA0612,12,NA,K
1996,優酪蝦球調味汁,1,KA0613,12,1.51,K
1997,當歸湯汁,1,KA0614,12,3.93,K
1998,油包,7,KA0615,12,3.93,K
1999,橙皮,60,KA0616,12,0.97,K
2000,蜜漬橙皮丁,11,KA0617,12,3.38,K
2001,檸檬皮,373,KA0618,12,0.47,K
2002,桔香料,1,KA0619,12,3.3,K
2003,白蒲鉾,2,KA0620,12,0.26,K
2004,紅蒲鉾,2,KA0621,12,0.26,K
2005,百合,54,KA0622,12,0.2612967033,K
2006,芙蓉花,1,KA0623,12,0.26,K
2007,櫻花,14,KA0624,12,0.26,K
2008,桂花,52,KA0625,12,0.26,K
2009,洛神花,104,KA0626,2,0.26,K
2010,菊花,32,KA0627,12,0.1726808511,K
2011,蘿蔔花,2,KA0628,12,0.26,K
2012,花萼,1,KA0629,12,0.26,K
2013,蘋果花,1,KA0630,12,0.26,K
2014,玫瑰花,107,KA0631,12,0.26,K
2015,金銀花,11,KA0632,12,0.26,K
2016,蓮花,3,KA0633,12,0.26,K
2017,蒜花,25,KA0635,2,0.61,K
2018,曇花,2,KA0636,12,0.26,K
2019,雞蛋花,1,KA0637,12,0.26,K
2020,胡蘿蔔花,9,KA0638,12,0.26,K
2021,接骨木花,2,KA0639,12,0.26,K
2022,洋甘菊,4,KA0640,12,0.26,K
2023,甜菊,6,KA0641,12,0,K
2024,食用菊,1,KA0642,12,0.26,K
2025,黃金菊,1,KA0643,12,0.26,K
2026,蒲公英,4,KA0644,12,0.26,K
2027,雪蓮花,1,KA0645,12,0.26,K
2028,金盞花,1,KA0646,12,0.26,K
2029,雪蓮,5,KA0647,12,0.26,K
2030,霸王花,1,KA0648,12,0.26,K
2031,蘿凱花,1,KA0649,12,0.26,K
2032,歐石南,1,KA0650,12,0.26,K
2033,番紅花,49,KA0651,12,3.1,K
2034,忘憂草,1,KA0652,12,2.54,K
2035,木棉,1,KA0654,12,0.26,K
2036,雪菊,1,KA0655,12,0.26,K
2037,茉莉花,4,KA0656,12,0.26,K
2038,半支蓮,1,KA0657,12,0.26,K
2039,金蓮花,1,KA0658,12,0.26,K
2040,紫羅蘭,2,KA0659,12,0.26,K
2041,鬱金香,22,KA0660,12,0.26,K
2042,珍珠梅,1,KA0661,12,3,K
2043,蝦片,2,LA0001,12,5.23,L
2044,巧克力,1598,LA0002,12,5.236521739,L
2045,巧克力粉,1072,LA0003,12,3.363333333,L
2046,巧克磚,55,LA0004,12,NA,L
2047,臻果巧可力醬,5,LA0005,12,NA,L
2048,泡菜,527,LA0006,12,0.8542207792,L
2049,布丁,174,LA0007,12,NA,L
2050,冰淇淋,226,LA0008,12,1.706363636,L
2051,枝仔冰,NA,LA0009,12,NA,L
2052,洋芋片,19,LA0010,12,5.566,L
2053,草苺粉,2,LA0011,12,NA,L
2054,蜜薯片,1,LA0012,12,NA,L
2055,瓜子,4,LA0013,12,5.7,L
2056,糖果,65,LA0014,12,5.93,L
2057,焦糖絲,1,LA0015,12,NA,L
2058,糖花,13,LA0016,12,NA,L
2059,軟糖,24,LA0017,12,3.541111111,L
2060,牛軋糖,2,LA0018,12,4.59,L
2061,太妃糖,1,LA0019,12,4.16,L
2062,維他命c軟糖,1,LA0020,12,NA,L
2063,花生糖,8,LA0021,12,5.735,L
2064,牛奶糖,10,LA0022,12,4.17,L
2065,巧克力糖,4,LA0023,12,NA,L
2066,裝飾糖粒,86,LA0024,12,NA,L
2067,薄荷糖,1,LA0025,12,NA,L
2068,棉花糖,8,LA0026,12,NA,L
2069,爆米花,2,LA0027,12,4.654183007,L
2070,仙草,80,LA0028,2,0.4383333333,L
2071,生仁,NA,LA0029,12,NA,L
2072,愛玉,19,LA0030,12,NA,L
2073,桔餅,9,LA0031,12,3.675,L
2074,Q梅,11,LA0032,12,NA,L
2075,蜜餞,70,LA0033,12,NA,L
2076,冰梅,7,LA0034,12,NA,L
2077,話梅,121,LA0035,12,0.33,L
2078,醃漬梅,15,LA0036,12,NA,L
2079,鳥梅,1,LA0037,12,NA,L
2080,紀州梅,1,LA0038,12,NA,L
2081,果凍,14,LA0039,12,0.878,L
2082,蒟蒻,273,LA0040,12,0.2,L
2083,茶凍,1,LA0041,12,NA,L
2084,Haagen dazs,NA,LA0042,12,NA,L
2085,肉干,5,LA0043,12,NA,L
2086,冰糖葫蘆,NA,LA0044,12,NA,L
2087,剉冰,43,LA0045,12,NA,L
2088,諾鈣C發泡錠,147,LA0046,12,NA,L
2089,黑芝麻交切片,1,LA0047,12,NA,L
2090,綿花糖,140,LA0048,12,3.394,L
2091,柿種,2,LA0049,12,NA,L
2092,可可蜜糖,1,LA0050,12,NA,L
2093,彩色糖珠,10,LA0051,12,NA,L
2094,Scotch Finger,1,LA0052,12,NA,L
2095,懷舊點心,1,LA0053,12,NA,L
2096,五寶果,2,LA0054,12,NA,L
2097,什錦豆,1,LA0055,12,NA,L
2098,芋角,2,LA0056,12,NA,L
2099,果茸,2,LA0057,12,NA,L
2100,涼糕,NA,LA0058,12,NA,L
2101,巧克力米,77,LA0059,12,NA,L
2102,椰果,8,LA0060,12,NA,L
2103,可麗餅,26,LA0061,12,NA,L
2104,可樂果,3,LA0062,12,4.941176471,L
2105,米香,7,LA0063,12,NA,L
2106,蠶豆酥,2,LA0064,12,NA,L
2107,甜筒,6,LA0065,12,NA,L
2108,銅鑼燒,6,LA0066,12,2.908553101,L
2109,鬆餅,18,LA0067,12,3.356060606,L
2110,煎餅,8,LA0068,12,3.345,L
2111,核桃酥,1,LA0069,12,NA,L
2112,蝦味先,2,LA0070,12,4.528,L
2113,土耳其餅,1,LA0071,12,NA,L
2114,月餅,3,LA0072,12,4.145,L
2115,脆迪酥,11,LA0073,12,NA,L
2116,千層香酥薄餅,1,LA0074,12,NA,L
2117,小饅頭點心餅,1,LA0075,12,NA,L
2118,模範生點心餅,1,LA0076,12,NA,L
2119,椒鹽點心棒,1,LA0077,12,NA,L
2120,五彩蒸糕,NA,LA0078,12,NA,L
2121,豆沙餅,NA,LA0079,12,NA,L
2122,沙其瑪,1,LA0080,12,NA,L
2123,印度Q餅,3,LA0081,12,NA,L
2124,可頌餅,1,LA0082,12,NA,L
2125,紫山藥丸子,1,LA0083,12,NA,L
2126,馬蹄糕,1,LA0084,12,1.02,L
2127,芸豆卷,NA,LA0085,12,NA,L
2128,蛋塔液,1,LA0086,12,NA,L
2129,農村派,1,LA0087,12,NA,L
2130,素方餅,2,LA0088,12,NA,L
2131,蛋卷,1,LA0089,12,NA,L
2132,蛋塔,6,LA0090,12,3.38,L
2133,甜甜圈,6,LA0091,12,NA,L
2134,素麵包,1,LA0092,12,NA,L
2135,可頌,12,LA0093,12,5.425,L
2136,港式波蘿包,1,LA0094,12,NA,L
2137,千層派,8,LA0095,12,NA,L
2138,泡芙,22,LA0096,12,5.89,L
2139,泡芙殼,1,LA0097,12,NA,L
2140,核桃糕,2,LA0098,12,NA,L
2141,布朗尼,4,LA0100,12,NA,L
2142,丹麥小西餅,2,LA0101,12,NA,L
2143,車輪餅,27,LA0102,12,NA,L
2144,海綿蛋糕,61,LA0104,12,NA,L
2145,發糕,3,LA0106,12,NA,L
2146,櫻桃派,2,LA0110,12,2.6,L
2147,鬆糕,1,LA0112,12,NA,L
2148,蛋糕,189,LA0113,12,3.54375,L
2149,蘋果派,2,LA0114,12,1.673464604,L
2150,瑞士捲,2,LA0115,12,NA,L
2151,馬卡龍餅,3,LA0116,12,NA,L
2152,馬卡龍殼,1,LA0117,12,NA,L
2153,光餅,2,LA0118,12,NA,L
2154,戚風蛋糕,29,LA0119,12,NA,L
2155,餅乾棒,1,LA0120,12,NA,L
2156,金錢餅,NA,LA0121,12,NA,L
2157,地瓜片,5,LA0122,12,NA,L
2158,酥球,NA,LA0123,12,NA,L
2159,椪餅,2,LA0124,12,4.412698413,L
2160,原味燒餅,21,LA0125,12,2.534899425,L
2161,甜燒餅,1,LA0126,12,NA,L
2162,烤餅,3,LA0127,12,NA,L
2163,象鼻子糕,NA,LA0128,12,NA,L
2164,四方餅,1,LA0129,12,NA,L
2165,焦糖片,2,LA0130,12,NA,L
2166,法棍切片,2,LA0131,12,NA,L
2167,英式馬芬,4,LA0132,12,NA,L
2168,大理石片,22,LA0133,12,NA,L
2169,費南雪,1,LA0134,12,NA,L
2170,杏仁豆腐丁,1,LA0135,12,NA,L
2171,涼拌茄段,NA,LA0136,12,NA,L
2172,茄汁燉豆,1,LA0137,12,NA,L
2173,磯邊燒,NA,LA0138,12,NA,L
2174,素菜酥,2,LA0139,12,NA,L
2175,菜脯,218,LA0140,12,1.369047619,L
2176,魚香茄子,NA,LA0141,12,0.3428571429,L
2177,魚香肉絲,NA,LA0142,12,1.24,L
2178,木須肉絲,1,LA0143,12,NA,L
2179,銀龍抱白玉,NA,LA0145,12,NA,L
2180,紅絲炒蛋,NA,LA0146,12,NA,L
2181,生菜沙拉,379,LA0147,12,NA,L
2182,亞達子,3,LA0148,12,NA,L
2183,玉子燒,10,LA0149,12,NA,L
2184,竹小町,6,LA0150,12,NA,L
2185,雲吞,74,LA0151,12,NA,L
2186,肉捲,6,LA0152,12,NA,L
2187,滷味,29,LA0153,12,1.569620253,L
2188,雞精,53,LA0154,12,0.34,L
2189,章魚燒,8,LA0155,12,NA,L
2190,酸筍,1,LA0156,12,NA,L
2191,乾瓢,10,LA0157,12,NA,L
2192,佛跳牆,1,LA0158,12,NA,L
2193,三明治,37,LA0160,12,2.4875,L
2194,壽喜燒,142,LA0161,12,NA,L
2195,天婦羅,17,LA0162,12,1.74,L
2196,薯條,12,LA0163,12,2.154179539,L
2197,薯餅,12,LA0164,12,1.654545455,L
2198,柿餅,14,LA0165,12,2.365773196,L
2199,枇杷膏,2,LA0166,12,NA,L
2200,醃漬菜,1,LA0167,12,NA,L
2201,醃蔥頭,1,LA0168,12,NA,L
2202,香鬆,175,LA0169,12,NA,L
2203,拌飯粉,22,LA0170,12,NA,L
2204,剩菜,8,LA0171,12,NA,L
2205,塔士塔達,1,LA0172,12,NA,L
2206,夏枯草,3,LA0173,12,0.6,L
2207,拌飯料,9,LA0174,12,NA,L
2208,山楂,17,LA0175,12,NA,L
2209,椒麻花生,1,LA0176,12,NA,L
2210,飯友,3,LA0177,12,NA,L
2211,海鮮羹,NA,LA0178,12,NA,L
2212,酸菜魚鍋,NA,LA0179,12,NA,L
2213,綜合丸,14,LA0180,12,NA,L
2214,火鍋料,200,LA0181,12,4.79,L
2215,蝦餃,35,LA0182,12,4.79,L
2216,冰磚,5,LA0183,12,1.53,L
2217,蔬菜冰磚,1,LA0184,12,NA,L
2218,肉泥冰磚,1,LA0185,12,NA,L
2219,蜜之果,10,LA0186,12,NA,L
2220,照燒親子滑蛋,NA,LA0187,12,NA,L
2221,大判揚,2,LA0188,12,NA,L
2222,絲路,1,LA0189,12,NA,L
2223,奶油湯,4,LA0190,12,NA,L
2224,茶泡飯料,1,LA0191,12,NA,L
2225,紅土,1,LA0192,12,NA,L
2226,酸豆角,9,LA0193,12,NA,L
2227,Q心皮,1,LA0194,12,NA,L
2228,寒天,24,LA0195,12,NA,L
2229,紫藷香鬆,1,LA0196,12,NA,L
2230,鏗魚香鬆,1,LA0197,12,NA,L
2231,膽肝,1,LA0198,12,2.35,L
2232,阿摩尼亞,13,LA0199,12,NA,L
2233,纖維粉,5,LA0200,12,NA,L
2234,三寶粉,2,LA0201,12,NA,L
2235,RDF禾法頌尼斯燉菜,2,LA0202,12,NA,L
2236,普羅旺斯燉菜,2,LA0203,12,NA,L
2237,手卷,2,LA0204,12,NA,L
2238,韭花甜條,1,LA0205,12,NA,L
2239,麵茶,NA,LA0206,12,NA,L
2240,淡醬粉,1,LA0207,12,NA,L
2241,竹笛,1,LA0208,12,NA,L
2242,生菜沙拉葉,3,LA0209,12,NA,L
2243,淡小蘿蔔水泡菜,1,LA0210,12,NA,L
2244,糖漬鬼椒,1,LA0211,12,NA,L
2245,醬菜,4,LA0212,12,0.46,L
2246,筑前煮,NA,LA0213,12,NA,L
2247,素什錦羹,NA,LA0214,12,NA,L
2248,泡椒水,1,LA0215,12,NA,L
2249,中藥酒汁,3,LA0216,12,NA,L
2250,黃金雪花片,1,LA0217,12,NA,L
2251,脆瓜,32,LA0218,12,NA,L
2252,茶碗蒸,2,LA0219,12,0.7684615385,L
2253,蝦餅,6,LA0220,12,NA,L
2254,沙拉米,8,LA0221,12,NA,L
2255,素竹輪,1,LA0222,12,NA,L
2256,燒賣,4,LA0223,12,1.832222222,L
2257,素肉躁,1,LA0224,12,NA,L
2258,寒天春雨,1,LA0225,12,NA,L
2259,土瓶蒸,NA,LA0226,12,0.9388888889,L
2260,脆藻,1,LA0227,12,NA,L
2261,破布子蒸肉,1,LA0228,12,NA,L
2262,罐頭朝鮮薊,1,LA0229,12,NA,L
2263,越南薄餅,1,LA0230,12,NA,L
2264,蝦捲,3,LA0231,12,3.186046512,L
2265,七彩烘蛋,NA,LA0232,12,NA,L
2266,金美人仙女貝罐頭,1,LA0233,12,NA,L
2267,紅色墨西哥豆罐頭,1,LA0234,12,NA,L
2268,魯菜,1,LA0235,12,NA,L
2269,素炒手,1,LA0236,12,NA,L
2270,廈門炒米粉,NA,LA0237,12,NA,L
2271,星洲炒米粉,1,LA0238,12,NA,L
2272,麻婆豆腐,2,LA0239,12,1.805763052,L
2273,墨西哥捲餅,2,LA0240,12,1.916363636,L
2274,函館荒鮭,1,LA0241,12,NA,L
2275,素筋,1,LA0242,12,NA,L
2276,炒餅,NA,LA0243,12,NA,L
2277,脆餅,4,LA0244,12,NA,L
2278,吞拿魚罐頭,2,LA0245,12,NA,L
2279,素獅子頭,3,LA0246,12,NA,L
2280,獅子頭,3,LA0247,12,NA,L
2281,荳蔻脆捲,1,LA0248,12,NA,L
2282,泰式涼拌海鮮總匯,NA,LA0250,12,2.4,L
2283,鹽蛋,3,LA0251,12,NA,L
2284,蔬菜素凍,3,LA0252,12,NA,L
2285,棺材板,NA,LA0253,12,2.62,L
2286,潤餅,1,LA0255,12,NA,L
2287,三味淋汁,1,LA0256,12,NA,L
2288,小亨堡,1,LA0257,12,NA,L
2289,金品比薩,1,LA0258,12,NA,L
2290,海底芙蓉,NA,LA0259,12,NA,L
2291,素鰻,3,LA0260,12,NA,L
2292,小籠湯包,NA,LA0261,12,NA,L
2293,鍋貼,2,LA0262,12,1.584975195,L
2294,糖醋魚塊,NA,LA0263,12,NA,L
2295,津白,4,LA0264,12,NA,L
2296,炒蛤仔,NA,LA0265,12,NA,L
2297,酒粕鰈鱈,NA,LA0266,12,NA,L
2298,三杯筍塊,NA,LA0267,12,NA,L
2299,四色蔬菜棒,1,LA0268,12,NA,L
2300,干瓢煮,1,LA0269,12,NA,L
2301,炸衣,1,LA0270,12,NA,L
2302,菜鬆,1,LA0271,12,NA,L
2303,櫻花素,1,LA0272,12,NA,L
2304,金萱炸物,NA,LA0273,12,NA,L
2305,罐裝金槍魚,1,LA0274,12,NA,L
2306,大亨堡,15,LA0275,12,NA,L
2307,芋丸,1,LA0276,12,NA,L
2308,大餅,3,LA0277,12,NA,L
2309,炒黑白絲,NA,LA0278,12,NA,L
2310,炸豆包皮,1,LA0279,12,NA,L
2311,螞蟻上樹,NA,LA0280,12,1.351851852,L
2312,果凍液,1,LA0281,12,NA,L
2313,菇菇炊飯,1,LA0282,12,NA,L
2314,飲氧品,14,LA0283,12,NA,L
2315,地瓜球,1,LA0286,12,NA,L
2316,海鮮炊飯料,1,LA0287,12,NA,L
2317,凸皮麵,3,LA0288,12,NA,L
2318,紫心地瓜漿,1,LA0289,12,NA,L
2319,肉圓,1,LA0290,12,0.7845890411,L
2320,五更腸旺,NA,LA0291,12,NA,L
2321,客家小炒,NA,LA0292,12,2.25,L
2322,麻吉燒,2,LA0293,12,NA,L
2323,瑞典薄餅,1,LA0294,12,NA,L
2324,蔥油餅,51,LA0295,12,2.465,L
2325,攤餅,2,LA0296,12,NA,L
2326,鍋餅,4,LA0297,12,NA,L
2327,水晶餃,8,LA0298,12,1.684210526,L
2328,水餃,110,LA0299,12,2.400833333,L
2329,煎餃,4,LA0300,12,NA,L
2330,義大利餃,2,LA0301,12,NA,L
2331,漢堡,40,LA0302,12,2.56,L
2332,潛水艇堡,5,LA0303,12,NA,L
2333,沙拉堡,1,LA0304,12,NA,L
2334,包子,14,LA0305,12,2.126882716,L
2335,車輪卷,1,LA0306,12,NA,L
2336,滿福堡,4,LA0307,12,2.496644295,L
2337,餅乾派殼,1,LA0308,12,NA,L
