,V2.y,V1.y,V1,V2.x
1358,澱粉,J,墨西哥餅皮,6
1359,調味料,K,豉汁,6
1360,蔬菜類,G,蛇瓜,6
1361,蛋_豆_奶_豆製品類,H,白乳酪,6
1362,蔬菜類,G,糖漬橙片,6
1363,蛋_豆_奶_豆製品類,H,糖心蛋,6
1364,其他,L,蛋塔,6
1365,蔬菜類,G,楊莓,6
1366,其他,L,肉捲,6
1367,其他,L,甜甜圈,6
1368,蛋_豆_奶_豆製品類,H,芝麻豆腐,6
1369,調味料,K,海膽醬,6
1370,調味料,K,咖喱醬,6
1371,調味料,K,馬鞭草,6
1372,其他,L,馬鞭草,6
1373,調味料,K,鮮味粉,6
1374,其他,L,冷泡茶,6
1375,海鮮類,F,鳴戶卷,6
1376,蔬菜類,G,白菜心,6
1377,其他,L,蝦餅,6
1378,調味料,K,甜菊,6
1379,調味料,K,蜂蜜水,6
1380,其他,L,蜂蜜水,6
1381,其他,L,甜筒,6
1382,其他,L,竹小町,6
1383,澱粉,J,燉飯米,6
1384,其他,L,蛋殼,6
1385,其他,L,乳酸菌粉,6
1386,澱粉,J,雜糧麵包,6
1387,蛋_豆_奶_豆製品類,H,格呂耶爾起司,6
1388,蛋_豆_奶_豆製品類,H,豆枝,6
1389,調味料,K,紅花,5
1390,其他,L,黑糖塊,5
1391,其他,L,薯泥,5
1392,海菜菇蕈中藥,I,珍菇,5
1393,澱粉,J,中式麵餅,5
1394,調味料,K,白蔭油,5
1395,其他,L,紅燒肉,5
1396,蔬菜類,G,羽衣甘藍,5
1397,其他,L,蔬菜汁,5
1398,海鮮類,F,海鰻,5
1399,澱粉,J,威化餅乾,5
1400,豬肉,B,生腸,5
1401,其他肉類,E,鵝掌,5
1402,調味料,K,龍舌蘭酒,5
1403,其他,L,櫻桃汁,5
1404,調味料,K,鹼水,5
1405,調味料,K,葡萄糖漿,5
1406,調味料,K,紫羅蘭粉,5
1407,其他,L,新北市健康三寶,5
1408,海菜菇蕈中藥,I,西洋參,5
1409,調味料,K,咖哩葉,5
1410,海鮮類,F,沙丁魚,5
1411,調味料,K,桂花糖,5
1412,其他,L,燒酒雞藥包,5
1413,調味料,K,蒜香黑糊椒醬,5
1414,海菜菇蕈中藥,I,沙蔘,5
1415,其他,L,花茶包,5
1416,其他,L,臻果巧可力醬,5
1417,海鮮類,F,紅條魚,5
1418,其他,L,海燕窩,5
1419,調味料,K,葡萄糖,5
1420,其他,L,蜜桃汁,5
1421,調味料,K,刺蔥粉,5
1422,海鮮類,F,膏蟹,5
1423,澱粉,J,玉米餅,5
1424,調味料,K,燒雞醬,5
1425,調味料,K,蘋果醬,5
1426,海菜菇蕈中藥,I,黃金菇,5
1427,海菜菇蕈中藥,I,黃金菇,5
1428,其他,L,滷湯,5
1429,雞肉,C,雞屁股,5
1430,蔬菜類,G,菜薊,5
1431,海鮮類,F,鱈寶,5
1432,其他,L,蔬菜湯,5
1433,羊,D,羊里肌肉,5
1434,其他,L,潛水艇堡,5
1435,調味料,K,檸檬酪,5
1436,蔬菜類,G,翡翠椒,5
1437,調味料,K,木瓜粉,5
1438,豬肉,B,豬軟骨排,5
1439,其他,L,肉干,5
1440,調味料,K,蘋果酒,5
1441,其他,L,烏梅汁,5
1442,其他肉類,E,螺,5
1443,蔬菜類,G,艾草,5
1444,其他,L,甘納許,5
1445,蔬菜類,G,綠金針,5
1446,調味料,K,纖維粉,5
1447,其他,L,纖維粉,5
1448,其他肉類,E,鴨腿肉,5
1449,雞肉,C,雞睪丸,5
1450,海鮮類,F,魚油,5
1451,調味料,K,法式香料,5
1452,澱粉,J,糯米飯,5
1453,海菜菇蕈中藥,I,川貝,5
1454,海菜菇蕈中藥,I,芫荽子,5
1455,蔬菜類,G,孟宗竹筍,5
1456,雞肉,C,珠雞,5
1457,海鮮類,F,蘭花蚌,5
1458,澱粉,J,牧師米,5
1459,其他,L,地瓜片,5
1460,蔬菜類,G,油菜花,5
1461,海菜菇蕈中藥,I,真姬菇,5
1462,調味料,K,蛋奶醬,5
1463,其他,L,油飯,5
1464,調味料,K,蒜蓉蔥油膏,5
1465,調味料,K,醃味料,5
1466,其他,L,普洱茶,5
1467,調味料,K,雪蓮,5
1468,其他,L,冰磚,5
1469,其他,L,黑莓,4
1470,調味料,K,白酒麴,4
1471,調味料,K,春捲醬,4
1472,海鮮類,F,土虱魚,4
1473,豬肉,B,膨皮,4
1474,澱粉,J,粽,4
1475,其他,L,清湯底,4
1476,海菜菇蕈中藥,I,舞茸,4
1477,調味料,K,橘子醬,4
1478,調味料,K,年糕醬,4
1479,澱粉,J,米糕,4
1480,調味料,K,海鮮塊,4
1481,海菜菇蕈中藥,I,鼠麴,4
1482,其他,L,烤雞腿,4
1483,其他,L,南非國寶茶,4
1484,其他,L,煎餃,4
1485,海菜菇蕈中藥,I,天麻,4
1486,海菜菇蕈中藥,I,天麻,4
1487,調味料,K,莓果粉,4
1488,其他,L,炸大蝦,4
1489,蔬菜類,G,水茄,4
1490,其他,L,碳酸氫銨,4
1491,海菜菇蕈中藥,I,白芷,4
1492,蔬菜類,G,紅毛丹,4
1493,豬肉,B,西班牙辣腸,4
1494,調味料,K,糖鹽,4
1495,其他,L,鍋餅,4
1496,調味料,K,甘梅粉,4
1497,其他,L,奶油湯,4
1498,其他,L,五榖粒,4
1499,羊,D,羊大骨,4
1500,蔬菜類,G,蚵仔白菜,4
1501,海鮮類,F,豆仔魚,4
1502,調味料,K,刺柏,4
1503,蛋_豆_奶_豆製品類,H,濃縮奶,4
1504,調味料,K,怪味醬,4
1505,澱粉,J,穀粒,4
1506,海菜菇蕈中藥,I,壽喜菇,4
1507,調味料,K,椰纖粉,4
1508,其他,L,醬菜,4
1509,蛋_豆_奶_豆製品類,H,蜜豆,4
1510,其他,L,破布子湯汁,4
1511,調味料,K,泡椒,4
1512,其他,L,桑葚汁,4
1513,其他,L,滿福堡,4
1514,其他,L,酸梅湯,4
1515,其他,L,脆餅,4
1516,蔬菜類,G,紹興梅,4
1517,蔬菜類,G,海蘆筍,4
1518,其他,L,硫酸鋁納,4
1519,蛋_豆_奶_豆製品類,H,茅屋起司,4
1520,蛋_豆_奶_豆製品類,H,破布籽,4
1521,澱粉,J,麻吉皮,4
1522,調味料,K,蒜味粉,4
1523,其他,L,海鮮濃湯,4
1524,其他,L,津白,4
1525,其他,L,布朗尼,4
1526,其他,L,布朗尼,4
1527,澱粉,J,麥芽糖,4
1528,其他,L,粉紅色著色劑,4
1529,其他肉類,E,鴨肝,4
1530,澱粉,J,糕仔粉,4
1531,調味料,K,糕仔粉,4
1532,調味料,K,茉莉花,4
1533,調味料,K,英國伍斯塔醬,4
1534,蛋_豆_奶_豆製品類,H,樹豆,4
1535,蔬菜類,G,寶塔花菜,4
1536,調味料,K,蕃紅花粉,4
1537,調味料,K,浙醋,4
1538,澱粉,J,銅鑼燒粉,4
1539,調味料,K,酒麴,4
1540,蔬菜類,G,葫蘆,4
1541,海菜菇蕈中藥,I,青杞,4
1542,其他,L,蛋炒飯,4
1543,其他,L,石膏粉,4
1544,澱粉,J,甜塔皮,4
1545,蔬菜類,G,醬筍,4
1546,其他肉類,E,蠑螺,4
1547,調味料,K,洛神醬,4
1548,澱粉,J,麥片,4
1549,海鮮類,F,白北魚,4
1550,其他,L,巧克力糖,4
1551,蛋_豆_奶_豆製品類,H,莫佐瑞拉起司,4
1552,海鮮類,F,蚌殼,4
1553,調味料,K,蒲公英,4
1554,豬肉,B,粉腸,4
1555,海菜菇蕈中藥,I,小黃皮,4
1556,澱粉,J,小黃皮,4
1557,羊,D,羊腿,4
1558,羊,D,羊腱,4
1559,調味料,K,蛇舌草,4
1560,豬肉,B,鹹肉,4
1561,蛋_豆_奶_豆製品類,H,蝶豆藍花,4
1562,蔬菜類,G,芋莖,4
1563,蛋_豆_奶_豆製品類,H,丹貝,4
1564,海鮮類,F,鱉,4
1565,調味料,K,紅燒汁,4
1566,海鮮類,F,蝦排,4
1567,海菜菇蕈中藥,I,白靈菇,4
1568,其他,L,酸辣羹湯,4
1569,調味料,K,韓國大醬,4
1570,其他,L,北耆,4
1571,牛肉,A,牛肉火腿,4
1572,調味料,K,乾燒醬,4
1573,調味料,K,代糖,4
1574,調味料,K,甘醋,4
1575,蛋_豆_奶_豆製品類,H,混合生豆,4
1576,調味料,K,洋甘菊,4
1577,調味料,K,依士粉,4
1578,其他,L,瓜子,4
1579,蔬菜類,G,椰棗,4
1580,其他,L,燒賣,4
1581,海鮮類,F,小黃魚,4
1582,調味料,K,抹茶醬,4
1583,其他,L,英式馬芬,4
1584,豬肉,B,肝連肉,4
1585,澱粉,J,趖,4
1586,蛋_豆_奶_豆製品類,H,素豆腸,4
1587,其他,L,燒雞,3
1588,澱粉,J,冰皮粉,3
1589,其他,L,檸檬茶,3
1590,其他,L,鹽滷石膏,3
1591,其他,L,三絲丸,3
1592,其他,L,葉綠素,3
1593,調味料,K,辣根,3
1594,澱粉,J,巧巴達,3
1595,海菜菇蕈中藥,I,世蒲鉾,3
1596,其他,L,月餅,3
1597,蔬菜類,G,蛋黃果,3
1598,其他,L,印度Q餅,3
1599,蔬菜類,G,甘藍芽,3
1600,海鮮類,F,蝦球,3
1601,其他,L,輕煮汁,3
1602,調味料,K,桂花香料,3
1603,其他,L,肚片,3
1604,蛋_豆_奶_豆製品類,H,山核桃,3
1605,其他,L,生菜沙拉葉,3
1606,海菜菇蕈中藥,I,月桃葉,3
1607,海鮮類,F,鱈場蟹,3
1608,其他,L,烤餅,3
1609,調味料,K,薄荷糖漿,3
1610,調味料,K,筍醬,3
1611,澱粉,J,蛋捲糊,3
1612,海菜菇蕈中藥,I,黃花蜜菜,3
1613,其他,L,麥茶,3
1614,調味料,K,荷蘭醬,3
1615,其他,L,夏枯草,3
1616,其他,L,咸豐草,3
1617,海菜菇蕈中藥,I,桔梗,3
1618,蛋_豆_奶_豆製品類,H,雜豆,3
1619,調味料,K,龍蒿,3
1620,蛋_豆_奶_豆製品類,H,法式酸奶,3
1621,蔬菜類,G,枇杷,3
1622,其他,L,香草雞,3
1623,其他,L,藥燉湯底,3
1624,蔬菜類,G,角椒,3
1625,海菜菇蕈中藥,I,益母草,3
1626,調味料,K,蓮花,3
1627,蛋_豆_奶_豆製品類,H,百頁結,3
1628,其他肉類,E,鴨脖子,3
1629,其他,L,便當,3
1630,海菜菇蕈中藥,I,甘拿許,3
1631,海鮮類,F,寶石魚,3
1632,其他,L,蔥蛋,3
1633,其他,L,蘆筍汁,3
1634,其他,L,蔘茶包,3
1635,蛋_豆_奶_豆製品類,H,雞蛋粉,3
1636,其他,L,壽喜醬,3
1637,蛋_豆_奶_豆製品類,H,澎大海,3
1638,調味料,K,大醬,3
1639,其他,L,馬卡龍餅,3
1640,調味料,K,冬陰功,3
1641,其他肉類,E,鴨柳,3
1642,海鮮類,F,鱘龍魚,3
1643,其他,L,茉莉花茶,3
1644,其他,L,芡汁,3
1645,其他,L,可樂果,3
1646,澱粉,J,粉心粉,3
1647,其他,L,蝦捲,3
1648,調味料,K,卡非醬,3
1649,海菜菇蕈中藥,I,八珍中藥包,3
1650,調味料,K,提拉米蘇慕斯粉,3
1651,其他,L,素獅子頭,3
1652,海菜菇蕈中藥,I,三七,3
1653,調味料,K,乾酪粉,3
1654,調味料,K,蠔醬,3
1655,豬肉,B,豬脆管,3
1656,其他,L,素丸子,3
1657,豬肉,B,義式肉腸,3
1658,其他,L,蛤蜊湯,3
1659,澱粉,J,麵片,3
1660,澱粉,J,埔里米粉,3
1661,其他,L,鹽蛋,3
1662,其他,L,馬芬堡,3
1663,調味料,K,蕃茄沙司,3
1664,海菜菇蕈中藥,I,金線蓮,3
1665,其他,L,南瓜皮,3
1666,海鮮類,F,黃雞魚,3
1667,其他,L,玫瑰花茶,3
1668,其他,L,法式黃金清湯,3
1669,其他,L,蛋鬆,3
1670,澱粉,J,黃米,3
1671,調味料,K,明太子醬,3
1672,蛋_豆_奶_豆製品類,H,蒜花生碎,3
1673,調味料,K,啤酒酵母,3
1674,調味料,K,麻婆豆腐淋醬,3
1675,蛋_豆_奶_豆製品類,H,藍起司,3
1676,其他肉類,E,鵪鶉,3
1677,其他,L,葉子,3
1678,調味料,K,叻沙醬,3
1679,澱粉,J,銀絲卷,3
1680,其他肉類,E,鵝腿肉,3
1681,蔬菜類,G,香柚皮,3
1682,其他,L,綠色色素,3
1683,其他,L,醬油飯,3
1684,其他,L,大紅袍,3
1685,蔬菜類,G,甜桃果泥,3
1686,海菜菇蕈中藥,I,芍藥,3
1687,蔬菜類,G,紅葉萵苣,3
1688,海菜菇蕈中藥,I,荊芥,3
1689,調味料,K,慕斯粉,3
1690,調味料,K,白豆醬,3
1691,澱粉,J,豆簽,3
1692,蔬菜類,G,扁尖筍,3
1693,其他,L,雞湯罐頭,3
1694,調味料,K,金平醬,3
1695,調味料,K,白拌醬,3
1696,海菜菇蕈中藥,I,牛膝,3
1697,海菜菇蕈中藥,I,板藍根,3
1698,蛋_豆_奶_豆製品類,H,帕達諾起司,3
1699,海菜菇蕈中藥,I,蘆根,3
1700,調味料,K,海鮮粉,3
1701,調味料,K,馬郁蘭,3
1702,海鮮類,F,鰤魚,3
1703,海菜菇蕈中藥,I,罌粟籽,3
1704,其他,L,亞達子,3
1705,海鮮類,F,龍利魚,3
1706,調味料,K,克林姆餡,3
1707,調味料,K,酸橙醋,3
1708,海菜菇蕈中藥,I,地黃,3
1709,其他,L,飯友,3
1710,其他,L,綠豆湯,3
1711,其他,L,發糕,3
1712,其他,L,發糕,3
1713,其他,L,苦精,3
1714,海鮮類,F,鰈魚,3
1715,澱粉,J,麥麩,3
1716,其他,L,麥門冬,3
1717,蔬菜類,G,調味蔬菜,3
1718,其他,L,涼筍,3
1719,其他,L,獅子頭,3
1720,其他,L,獅子頭,3
1721,牛肉,A,板腱肉,3
1722,調味料,K,南乳汁,3
1723,調味料,K,罌粟籽粉,3
1724,澱粉,J,麥角,3
1725,其他,L,紅燒茄汁湯,3
1726,牛肉,A,牛臀肉,3
1727,其他,L,荔枝汁,3
1728,其他,L,濃縮乳酸飲料,3
1729,羊,D,小羔羊排,3
1730,調味料,K,酸枳醬,3
1731,調味料,K,麻婆醬,3
1732,調味料,K,香糟露,3
1733,調味料,K,烤鴨醬,3
1734,其他,L,燻雞片,3
1735,調味料,K,紅趜醬,3
1736,調味料,K,醃肉調味粉,3
1737,其他,L,蔬菜素凍,3
1738,海菜菇蕈中藥,I,藥燉排骨藥包,3
1739,其他,L,中藥酒汁,3
1740,其他,L,蒜水,3
1741,蔬菜類,G,紅捲鬚,3
1742,澱粉,J,白玉粉,3
1743,其他肉類,E,鵝腸,3
1744,其他,L,紅燒扣肉,3
1745,其他,L,素鰻,3
1746,調味料,K,親子丼醬,3
1747,海鮮類,F,金線魚,3
1748,澱粉,J,爆米花玉米,3
1749,其他,L,大餅,3
1750,海鮮類,F,鱒魚,3
1751,海鮮類,F,赤宗魚,3
1752,海鮮類,F,四破魚,3
1753,海鮮類,F,魚雜,3
1754,蛋_豆_奶_豆製品類,H,素腰花,3
1755,調味料,K,肯瓊粉,3
1756,其他,L,凸皮麵,3
1757,其他,L,紫菜湯包,3
1758,其他,L,丹麥小西餅,2
1759,其他,L,丹麥小西餅,2
1760,海鮮類,F,金眼鯛,2
1761,其他,L,攤餅,2
1762,其他,L,普羅旺斯燉菜,2
1763,雞肉,C,雞血,2
1764,其他,L,芋角,2
1765,其他,L,含片,2
1766,其他,L,義大利餃,2
1767,其他,L,爆米花,2
1768,海鮮類,F,蝦肉丁,2
1769,調味料,K,馬祖老酒,2
1770,其他,L,紫米粥,2
1771,海菜菇蕈中藥,I,蚌蘭,2
1772,其他,L,滷牛筋,2
1773,調味料,K,紅蒲鉾,2
1774,蔬菜類,G,黃桃,2
1775,其他,L,瑞士捲,2
1776,海菜菇蕈中藥,I,青粉,2
1777,其他,L,醃漬破朴子,2
1778,其他,L,楊桃汁,2
1779,其他,L,波菜汁,2
1780,蔬菜類,G,西梅乾,2
1781,調味料,K,香樁醬,2
1782,其他,L,麻吉燒,2
1783,調味料,K,黑豆粉,2
1784,其他,L,左手香,2
1785,蔬菜類,G,波士頓萵苣,2
1786,海鮮類,F,飛刀,2
1787,蔬菜類,G,冬瓜皮,2
1788,海菜菇蕈中藥,I,大黃,2
1789,蛋_豆_奶_豆製品類,H,洋車前子,2
1790,其他,L,酵種,2
1791,調味料,K,豆醬醃床,2
1792,調味料,K,艾草粉,2
1793,蛋_豆_奶_豆製品類,H,羊羹,2
1794,其他,L,青草茶,2
1795,蔬菜類,G,欖仁葉,2
1796,調味料,K,小麥啤酒,2
1797,蔬菜類,G,鹽膚木,2
1798,其他,L,三寶粉,2
1799,調味料,K,葛縷子,2
1800,海鮮類,F,青星九刺鮨,2
1801,其他,L,果茸,2
1802,其他,L,雞蛋殼,2
1803,其他,L,法棍切片,2
1804,蔬菜類,G,橙橘,2
1805,其他,L,蠶豆酥,2
1806,蔬菜類,G,波蘿蜜,2
1807,蛋_豆_奶_豆製品類,H,油揚,2
1808,蔬菜類,G,歐防風,2
1809,海鮮類,F,蝦仁乾,2
1810,其他,L,明太子調理包,2
1811,調味料,K,豉椒醬,2
1812,調味料,K,車前草,2
1813,調味料,K,義式花香醬,2
1814,其他,L,光餅,2
1815,其他,L,紅罌栗泥,2
1816,調味料,K,布蕾粉,2
1817,其他,L,黃金炒飯,2
1818,調味料,K,烈酒,2
1819,海鮮類,F,毛蟹,2
1820,蛋_豆_奶_豆製品類,H,鐵蛋,2
1821,其他,L,瘦肉丁,2
1822,澱粉,J,碰皮麵,2
1823,調味料,K,芥子油,2
1824,海鮮類,F,魚滑,2
1825,調味料,K,柚庵醬,2
1826,海菜菇蕈中藥,I,淡竹葉,2
1827,海菜菇蕈中藥,I,黑珍菇,2
1828,其他,L,紫色色素,2
1829,調味料,K,茴香酒,2
1830,其他,L,牛豬混碎肉,2
1831,調味料,K,香酒汁,2
1832,其他,L,菜乾,2
1833,調味料,K,葛鬱金粉,2
1834,海菜菇蕈中藥,I,鳳尾草,2
1835,蛋_豆_奶_豆製品類,H,貝爾佩斯起司,2
1836,蔬菜類,G,柿乾,2
1837,其他,L,五寶果,2
1838,其他,L,RDF禾法頌尼斯燉菜,2
1839,調味料,K,老虎醬,2
1840,其他,L,桂花露,2
1841,其他,L,綠色色膏,2
1842,澱粉,J,酸種,2
1843,調味料,K,中濃醬,2
1844,調味料,K,玫瑰花醬,2
1845,其他,L,燕麥飯,2
1846,其他,L,素菜酥,2
1847,海鮮類,F,脆皖魚,2
1848,其他,L,食用級竹炭粉,2
1849,調味料,K,五彩辣椒,2
1850,蔬菜類,G,彩色蔬菜,2
1851,海鮮類,F,蘭勃舵魚,2
1852,其他,L,液熊油,2
1853,調味料,K,墨西哥醬,2
1854,調味料,K,果漿,2
1855,調味料,K,紫羅蘭,2
1856,其他,L,核桃糕,2
1857,其他,L,核桃糕,2
1858,調味料,K,荔枝蜜,2
1859,海鮮類,F,魚餅,2
1860,蔬菜類,G,無子葡萄,2
1861,調味料,K,香草籽醬,2
1862,其他,L,櫻桃派,2
1863,其他,L,櫻桃派,2
1864,其他,L,高山茶,2
1865,調味料,K,雪利酒,2
1866,其他,L,手卷,2
1867,調味料,K,素湯頭,2
1868,澱粉,J,什穀雜糧,2
1869,調味料,K,青花椒,2
1870,調味料,K,黃醬,2
1871,其他,L,牛軋糖,2
1872,蛋_豆_奶_豆製品類,H,伍仁果,2
1873,其他,L,洛神茶,2
1874,調味料,K,蒔蘿粉,2
1875,海菜菇蕈中藥,I,煙燻料,2
1876,其他,L,香酸汁,2
1877,蛋_豆_奶_豆製品類,H,卡門貝爾起司,2
1878,羊,D,羊肚,2
1879,蔬菜類,G,罐裝蜜桃,2
1880,其他,L,柿種,2
1881,調味料,K,木糖醇,2
1882,海菜菇蕈中藥,I,五加皮,2
1883,其他,L,烤牛肉片,2
1884,調味料,K,摩卡醬,2
1885,海鮮類,F,墨魚汁,2
1886,其他肉類,E,鮑片,2
1887,調味料,K,寡糖,2
1888,澱粉,J,十穀粉,2
1889,澱粉,J,日式年糕,2
1890,其他,L,日本茶,2
1891,其他,L,糙米麩,2
1892,其他,L,鹽漬紅鮭,2
1893,調味料,K,泰式涼拌醬,2
1894,調味料,K,黑龍炒醬,2
1895,澱粉,J,綜合穀麥片,2
1896,其他,L,吞拿魚罐頭,2
1897,其他肉類,E,鴿肉,2
1898,調味料,K,卡夫奇妙醬,2
1899,調味料,K,京醬牛肉炒醬,2
1900,豬肉,B,辣腸,2
1901,調味料,K,素蛋粉,2
1902,其他,L,麻婆豆腐燴飯,2
1903,調味料,K,沙嗲粉,2
1904,海菜菇蕈中藥,I,雞脾菇,2
1905,調味料,K,曇花,2
1906,海菜菇蕈中藥,I,本菇,2
1907,其他,L,橙花水,2
1908,其他,L,火鍋粉,2
1909,其他,L,咖哩雞丁,2
1910,其他肉類,E,鴨油,2
1911,蔬菜類,G,黑豆芽,2
1912,其他,L,竹碳粉,2
1913,其他,L,糙米粥,2
1914,蛋_豆_奶_豆製品類,H,炸豆腐,2
1915,其他,L,炸豆腐,2
1916,蔬菜類,G,武林菜,2
1917,其他,L,美祿,2
1918,調味料,K,蘿蔔花,2
1919,調味料,K,茶凍粉,2
1920,其他,L,香蘋茶,2
1921,調味料,K,玫瑰花粉,2
1922,其他,L,蘋果派,2
1923,蔬菜類,G,龍舌蘭,2
1924,海菜菇蕈中藥,I,伏苓,2
1925,其他,L,蝦味先,2
1926,其他,L,麻婆豆腐,2
1927,其他,L,純喫茶,2
1928,其他,L,蕨粉,2
1929,海菜菇蕈中藥,I,雞腿菇,2
1930,其他,L,墨西哥捲餅,2
1931,蔬菜類,G,羊奶頭,2
1932,牛肉,A,牛腰,2
1933,調味料,K,酒粕,2
1934,蔬菜類,G,釋迦,2
1935,澱粉,J,脆圓,2
1936,其他,L,素方餅,2
1937,其他,L,甜菜汁,2
1938,其他,L,茶碗蒸,2
1939,蔬菜類,G,紅龍果泥,2
1940,其他,L,焗薯,2
1941,其他,L,諾鈣 C,2
1942,豬肉,B,二層肉,2
1943,調味料,K,土佐醋,2
1944,海菜菇蕈中藥,I,栗子菇,2
1945,澱粉,J,焦糖脆餅,2
1946,海菜菇蕈中藥,I,五爪金英,2
1947,其他,L,草苺粉,2
1948,海鮮類,F,海蜇頭,2
1949,其他,L,枇杷膏,2
1950,調味料,K,欖角,2
1951,澱粉,J,蒸煮麵,2
1952,調味料,K,君橙酒,2
1953,蔬菜類,G,芥菜梗,2
1954,其他肉類,E,鴨心,2
1955,豬肉,B,豬肺,2
1956,調味料,K,通寧水,2
1957,其他,L,焦糖片,2
1958,海鮮類,F,花魚,2
1959,海鮮類,F,魚菲力,2
1960,調味料,K,HP醬,2
1961,海鮮類,F,青衣魚,2
1962,澱粉,J,貓耳朵,2
1963,海鮮類,F,小吉魚,2
1964,海菜菇蕈中藥,I,連翹,2
1965,蛋_豆_奶_豆製品類,H,豆酥,2
1966,調味料,K,紫薯粉,2
1967,其他,L,燉牛肉,2
1968,其他,L,燉牛肉,2
1969,蔬菜類,G,龍鳳果,2
1970,其他,L,燕麥粥,2
1971,其他,L,粟米湯,2
1972,其他,L,沙茶湯底,2
1973,海菜菇蕈中藥,I,葛根,2
1974,調味料,K,藍藻粉,2
1975,調味料,K,香柚醬,2
1976,其他,L,黃色色膏,2
1977,調味料,K,紅潤釀,2
1978,蔬菜類,G,包心芥菜,2
1979,其他,L,蔬菜湯塊,2
1980,其他,L,蝦片,2
1981,調味料,K,接骨木花,2
1982,其他,L,椪餅,2
1983,調味料,K,柑曼怡,2
1984,其他,L,油雞,2
1985,調味料,K,可可粉,2
1986,蛋_豆_奶_豆製品類,H,布利乳酪,2
1987,其他,L,日式燒汁,2
1988,調味料,K,果律醬,2
1989,澱粉,J,澄粉,2
1990,調味料,K,菌菇醬,2
1991,海菜菇蕈中藥,I,雪蛤膏,2
1992,蔬菜類,G,慈菇,2
1993,海鮮類,F,沙蟹,2
1994,其他肉類,E,鵝腿,2
1995,海菜菇蕈中藥,I,金錢草,2
1996,調味料,K,山藥粉,2
1997,海鮮類,F,青嘴魚,2
1998,海鮮類,F,目孔魚,2
1999,海鮮類,F,蟹鉗,2
2000,蔬菜類,G,檳榔花,2
2001,蛋_豆_奶_豆製品類,H,乳清,2
2002,蔬菜類,G,鼠麴草,2
2003,豬肉,B,虎掌,2
2004,調味料,K,藍花汁,2
2005,其他,L,鍋貼,2
2006,澱粉,J,天婦羅粉,2
2007,海鮮類,F,紅蟹,2
2008,調味料,K,醃醬,2
2009,其他,L,鳳梨膏,2
2010,羊,D,羊架,2
2011,海鮮類,F,旭蟹,2
2012,調味料,K,白蒲鉾,2
2013,海鮮類,F,黃鰭鯛,2
2014,其他,L,七葉膽,2
2015,其他,L,大判揚,2
2016,蔬菜類,G,越瓜,2
2017,海菜菇蕈中藥,I,香茹,2
2018,海菜菇蕈中藥,I,牛樟菇,2
2019,豬肉,B,法蘭克福腸,2
2020,蔬菜類,G,麻薏,1
2021,澱粉,J,道明寺粉,1
2022,海鮮類,F,海蟹,1
2023,調味料,K,青紫蘇調味醬,1
2024,調味料,K,香蝦拌醬,1
2025,其他,L,芭樂汁,1
2026,其他肉類,E,鴕鳥頸肉,1
2027,其他,L,福州丸,1
2028,其他,L,杏仁茶,1
2029,其他,L,當歸鴨肉,1
2030,蔬菜類,G,越橘,1
2031,調味料,K,望羅子汁,1
2032,其他,L,醬油雞,1
2033,其他,L,熱帶風情茶,1
2034,其他,L,罐頭朝鮮薊,1
2035,其他,L,臘鴨脾,1
2036,調味料,K,糟滷,1
2037,海鮮類,F,紅尾冬魚,1
2038,其他,L,竹笛,1
2039,其他,L,地瓜球,1
2040,其他,L,灣葉,1
2041,其他,L,蔬菜炒飯,1
2042,其他,L,杏桃汁,1
2043,調味料,K,欖仁醬,1
2044,調味料,K,栗粉,1
2045,海菜菇蕈中藥,I,螺璇藻,1
2046,調味料,K,當歸湯汁,1
