,V2.y,V1.y,V1,V2.x
2047,蛋_豆_奶_豆製品類,H,翅膀豆,1
2048,澱粉,J,刈包皮,1
2049,海菜菇蕈中藥,I,枇杷葉,1
2050,其他,L,樟木屑,1
2051,蔬菜類,G,鴨鵝芹,1
2052,其他,L,台式油飯,1
2053,其他,L,東方美人茶,1
2054,海菜菇蕈中藥,I,臭草,1
2055,調味料,K,奇香醬,1
2056,其他,L,燕窩,1
2057,其他,L,鳥梅,1
2058,海鮮類,F,金梭魚,1
2059,調味料,K,西洋香料,1
2060,其他,L,膽肝,1
2061,蔬菜類,G,乾蓮葉,1
2062,海鮮類,F,章魚花枝漿,1
2063,調味料,K,塔香油膏,1
2064,海菜菇蕈中藥,I,麥冬,1
2065,調味料,K,辛奇醬,1
2066,海菜菇蕈中藥,I,一陽齒,1
2067,海菜菇蕈中藥,I,一陽齒,1
2068,調味料,K,蓮葉,1
2069,海菜菇蕈中藥,I,紫草,1
2070,調味料,K,PIZZA醬,1
2071,其他,L,泰式烤雞料理包,1
2072,調味料,K,柚醋醬,1
2073,調味料,K,椰蓉,1
2074,蛋_豆_奶_豆製品類,H,牛油奶,1
2075,蔬菜類,G,萵筍,1
2076,調味料,K,白曝油,1
2077,其他肉類,E,菜鴨,1
2078,其他,L,瑞典薄餅,1
2079,調味料,K,芙蓉花,1
2080,澱粉,J,肉鬆土司,1
2081,其他,L,薄荷糖,1
2082,其他,L,奶黃餡,1
2083,調味料,K,鮮辣淋汁,1
2084,豬肉,B,乳豬,1
2085,調味料,K,爆香調味醬,1
2086,其他,L,熟烤雞胸,1
2087,澱粉,J,蚵仔麵線,1
2088,其他,L,蚵仔麵線,1
2089,調味料,K,半支蓮,1
2090,其他肉類,E,鵝胗,1
2091,海菜菇蕈中藥,I,五香包,1
2092,其他,L,酒味濃湯,1
2093,其他,L,越式湯頭,1
2094,調味料,K,桔利蜜,1
2095,其他,L,起司薄餅,1
2096,其他,L,酸甜汁,1
2097,調味料,K,藿香,1
2098,海菜菇蕈中藥,I,玉帶根,1
2099,蔬菜類,G,白菜芽,1
2100,蛋_豆_奶_豆製品類,H,奇雅籽,1
2101,調味料,K,老土司,1
2102,其他,L,蛋塔液,1
2103,調味料,K,沿蔉粉,1
2104,其他,L,菇菇炊飯,1
2105,海菜菇蕈中藥,I,姬松茸,1
2106,其他,L,熟肉絲,1
2107,海鮮類,F,甘仔魚,1
2108,其他,L,脆瓜汁,1
2109,海鮮類,F,紅鱸,1
2110,其他,L,金線蓮茶包,1
2111,其他,L,土耳其餅,1
2112,海鮮類,F,河鰻,1
2113,其他,L,罐裝金槍魚,1
2114,其他,L,鹽漬銀鮭,1
2115,調味料,K,尼斯醬,1
2116,其他,L,醉雞腿,1
2117,蔬菜類,G,燈籠果,1
2118,其他,L,梅泥,1
2119,調味料,K,韓式甘味調味粉,1
2120,其他,L,班蘭汁,1
2121,澱粉,J,湯包皮,1
2122,豬肉,B,肉角,1
2123,調味料,K,甜蘿勒,1
2124,其他,L,鮮豬凍,1
2125,其他,L,茶泡飯料,1
2126,海鮮類,F,石狗公,1
2127,其他,L,費南雪,1
2128,海菜菇蕈中藥,I,七層塔,1
2129,其他,L,鹽水鴨胸肉,1
2130,調味料,K,韓式拌醬,1
2131,蔬菜類,G,筍嫩尖,1
2132,其他,L,茉莉茶梗,1
2133,海菜菇蕈中藥,I,東阿阿膠,1
2134,其他,L,可頌餅,1
2135,調味料,K,韓式燉醬,1
2136,其他,L,海浮石,1
2137,調味料,K,粑粑絲醬,1
2138,海鮮類,F,劍旗魚,1
2139,蔬菜類,G,臭菜,1
2140,其他,L,卵磷脂,1
2141,調味料,K,桔香料,1
2142,其他,L,香蘭汁,1
2143,其他肉類,E,珠螺,1
2144,調味料,K,蘿凱花,1
2145,調味料,K,七里香,1
2146,其他,L,紫山藥丸子,1
2147,調味料,K,梅鹽,1
2148,牛肉,A,丁骨牛排,1
2149,其他,L,鳳柳汁,1
2150,調味料,K,馬麥醬,1
2151,蛋_豆_奶_豆製品類,H,山水豆腐,1
2152,其他,L,黑色色素,1
2153,調味料,K,葛樓子,1
2154,海鮮類,F,飛魚,1
2155,海菜菇蕈中藥,I,雪花菇,1
2156,海菜菇蕈中藥,I,苦地膽,1
2157,調味料,K,優酪蝦球調味汁,1
2158,海鮮類,F,白剌蝦,1
2159,其他,L,魯菜,1
2160,其他,L,槓香藤,1
2161,蔬菜類,G,芽苗菜,1
2162,其他,L,義大利玉米粥,1
2163,其他肉類,E,藤壺,1
2164,其他,L,樂活玫萃麗包,1
2165,豬肉,B,豬眼筋,1
2166,其他,L,眝麻根,1
2167,其他,L,甜燒餅,1
2168,其他,L,摩卡冰砂粉,1
2169,調味料,K,泰式香料,1
2170,其他肉類,E,兔肉,1
2171,其他,L,梅干扣肉,1
2172,調味料,K,奶香湯頭,1
2173,調味料,K,花果香料醬,1
2174,其他,L,素麵包,1
2175,海菜菇蕈中藥,I,鐵樹葉,1
2176,海鮮類,F,蝦蛄,1
2177,調味料,K,鰹魚水,1
2178,調味料,K,茶末,1
2179,其他,L,淡小蘿蔔水泡菜,1
2180,海菜菇蕈中藥,I,虎尾草,1
2181,其他肉類,E,鵝頭,1
2182,其他,L,滷雞珍,1
2183,其他,L,黃金雪花片,1
2184,調味料,K,烤雞粉,1
2185,其他,L,蛋卷,1
2186,海鮮類,F,蘆筍貝,1
2187,海鮮類,F,金門蟹,1
2188,調味料,K,西汁,1
2189,調味料,K,牛小椒,1
2190,海鮮類,F,榮螺肉,1
2191,蔬菜類,G,荔枝果泥,1
2192,調味料,K,亞麻籽油,1
2193,海鮮類,F,青鱗魚,1
2194,蔬菜類,G,甜菊葉,1
2195,海鮮類,F,水針魚,1
2196,其他,L,蔬菜冰磚,1
2197,海鮮類,F,沙梭魚,1
2198,其他,L,煮鵝湯,1
2199,雞肉,C,水雞,1
2200,蔬菜類,G,大根芽,1
2201,調味料,K,濃縮紅甜菜汁料理粉,1
2202,調味料,K,焦糖粉,1
2203,其他,L,寒天春雨,1
2204,蛋_豆_奶_豆製品類,H,紅蛋,1
2205,其他,L,蜜柑原汁,1
2206,調味料,K,蛋油,1
2207,調味料,K,炸香料,1
2208,調味料,K,壺底蔭醬,1
2209,蔬菜類,G,無籽加州梅,1
2210,其他,L,馬卡龍殼,1
2211,海菜菇蕈中藥,I,桑枝片,1
2212,蔬菜類,G,花菜心,1
2213,調味料,K,金蓮花,1
2214,調味料,K,素耗油,1
2215,澱粉,J,粉稞,1
2216,蔬菜類,G,紫高活芽,1
2217,蔬菜類,G,日本梅,1
2218,蔬菜類,G,茄冬葉,1
2219,調味料,K,茄冬葉,1
2220,其他,L,龍吐珠,1
2221,其他,L,蜜漬汁,1
2222,蛋_豆_奶_豆製品類,H,十穀奶,1
2223,其他,L,紀州梅,1
2224,調味料,K,菩提葉,1
2225,其他,L,Q心皮,1
2226,其他,L,脆藻,1
2227,其他,L,廣式烤鴨,1
2228,調味料,K,石古子,1
2229,調味料,K,豌豆粉,1
2230,其他,L,茄汁燉豆,1
2231,蔬菜類,G,糖漬蔓越苺果粒,1
2232,海鮮類,F,鯪魚,1
2233,調味料,K,香豉醬,1
2234,其他,L,紫藷香鬆,1
2235,蔬菜類,G,節瓜花,1
2236,海鮮類,F,魚唇,1
2237,蛋_豆_奶_豆製品類,H,鳥豆,1
2238,其他,L,菊花茶包,1
2239,調味料,K,春川燉雞塊調理醬,1
2240,澱粉,J,修飾澱粉,1
2241,調味料,K,芝麻糖粉,1
2242,蛋_豆_奶_豆製品類,H,豆皮包,1
2243,其他,L,沙拉堡,1
2244,海鮮類,F,燕魚,1
2245,其他,L,維他命c軟糖,1
2246,其他,L,蘋果派餡,1
2247,海菜菇蕈中藥,I,含殼草,1
2248,蛋_豆_奶_豆製品類,H,白刀豆,1
2249,調味料,K,四色調味醬,1
2250,其他,L,蒜味鹹酥雞,1
2251,海菜菇蕈中藥,I,山槴子,1
2252,海鮮類,F,魚腸,1
2253,其他,L,清燉雞湯,1
2254,調味料,K,藍梅醬,1
2255,其他,L,茶凍,1
2256,其他,L,餅乾派殼,1
2257,其他,L,開味小菜,1
2258,其他,L,人篸茶包,1
2259,其他,L,農村派,1
2260,其他肉類,E,麥皮蟲,1
2261,蔬菜類,G,翼豆,1
2262,其他,L,羅布麻茶包,1
2263,其他,L,臘味,1
2264,其他,L,豬排蓋飯,1
2265,澱粉,J,熟麥仔,1
2266,蔬菜類,G,客家褔菜,1
2267,海菜菇蕈中藥,I,苦蔘根,1
2268,海菜菇蕈中藥,I,茄苳,1
2269,海鮮類,F,象魚,1
2270,其他,L,淡醬粉,1
2271,海鮮類,F,沙魚煙,1
2272,調味料,K,杜卡,1
2273,其他,L,五花燒肉,1
2274,調味料,K,龍蒿葉,1
2275,其他,L,芭蕉葉,1
2276,其他,L,花雕醉雞汁,1
2277,蔬菜類,G,黃瓜皮,1
2278,調味料,K,蔥油醬,1
2279,其他,L,蜜薯片,1
2280,其他,L,蔬果汁,1
2281,羊,D,羊肩肉,1
2282,蔬菜類,G,泰式小圓茄,1
2283,蔬菜類,G,草苺乾,1
2284,蔬菜類,G,水楊菜,1
2285,澱粉,J,酥心粉,1
2286,海菜菇蕈中藥,I,柳仔茄,1
2287,其他,L,鋁粉,1
2288,其他,L,糖漬鬼椒,1
2289,調味料,K,十三香,1
2290,其他,L,水晶粉,1
2291,海菜菇蕈中藥,I,蜜柑皮屑,1
2292,其他,L,葡萄糖粉,1
2293,蔬菜類,G,甘果,1
2294,調味料,K,醬酒,1
2295,澱粉,J,煎餃皮,1
2296,蔬菜類,G,青蘿蔔,1
2297,其他,L,松茸汁,1
2298,蔬菜類,G,野韭菜,1
2299,蔬菜類,G,雞屎藤,1
2300,澱粉,J,扁食皮,1
2301,調味料,K,魯肉罐頭,1
2302,蔬菜類,G,豬母菜,1
2303,海菜菇蕈中藥,I,藍藻,1
2304,調味料,K,雪蓮花,1
2305,蔬菜類,G,冰山捲心,1
2306,牛肉,A,牛頭皮,1
2307,其他,L,蒸燒賣的湯汁,1
2308,蛋_豆_奶_豆製品類,H,帕芙隆起士,1
2309,海鮮類,F,蚌,1
2310,其他肉類,E,鹿肉,1
2311,其他,L,照燒豬肉,1
2312,蔬菜類,G,奶油萵苣,1
2313,其他,L,泡椒水,1
2314,其他,L,燉肉丸子,1
2315,其他,L,燉肉丸子,1
2316,調味料,K,原味醬包,1
2317,調味料,K,粗豆醬,1
2318,調味料,K,肉醬,1
2319,其他,L,杏仁豆腐丁,1
2320,海鮮類,F,泥鰍,1
2321,牛肉,A,牛腸,1
2322,其他,L,香瓜汁,1
2323,蔬菜類,G,乾藍梅粒,1
2324,其他,L,接骨木花汁,1
2325,蔬菜類,G,紫色甘藍,1
2326,其他,L,西檸汁,1
2327,其他,L,青南瓜泥,1
2328,其他,L,傳統英國茶,1
2329,蛋_豆_奶_豆製品類,H,素肉丸,1
2330,調味料,K,梅精,1
2331,其他,L,五香肉丁,1
2332,其他,L,蔥燒湯頭,1
2333,調味料,K,燒肉丼醬,1
2334,其他,L,黑芝麻交切片,1
2335,調味料,K,山葵葉,1
2336,澱粉,J,芙蓉糕粉,1
2337,其他,L,齋湯,1
2338,調味料,K,天婦羅沾料,1
2339,調味料,K,日式料理粉,1
2340,海鮮類,F,松阪魚,1
2341,海菜菇蕈中藥,I,野山蔘,1
2342,蔬菜類,G,乾枇杷葉,1
2343,調味料,K,亮光膠,1
2344,蛋_豆_奶_豆製品類,H,大麻籽,1
2345,其他,L,泡芙殼,1
2346,其他,L,和風炊飯,1
2347,其他,L,咖哩雞醬料包,1
2348,其他,L,潤餅,1
2349,其他,L,薄燒魚,1
2350,蔬菜類,G,薺菜,1
2351,其他,L,司康,1
2352,調味料,K,三巴醬,1
2353,蛋_豆_奶_豆製品類,H,胡麻豆腐,1
2354,海菜菇蕈中藥,I,佛甲草,1
2355,其他,L,韓國冷湯包,1
2356,其他,L,龍眼汁,1
2357,其他,L,御飯糰雙手捲,1
2358,其他肉類,E,蛇肉,1
2359,蔬菜類,G,白腰豆,1
2360,其他,L,小亨堡,1
2361,海鮮類,F,蟹殼,1
2362,其他,L,葵果泰式打拋調理包,1
2363,其他,L,酸白菜湯汁,1
2364,蔬菜類,G,脆桃,1
2365,調味料,K,香草冰砂粉,1
2366,海菜菇蕈中藥,I,通草,1
2367,海菜菇蕈中藥,I,滑菇,1
2368,其他,L,印度香料茶,1
2369,蔬菜類,G,紅梨,1
2370,海菜菇蕈中藥,I,四神中藥包,1
2371,其他,L,蜜桃茶包,1
2372,海菜菇蕈中藥,I,雷公草,1
2373,海菜菇蕈中藥,I,帝王菇,1
2374,其他,L,小饅頭點心餅,1
2375,其他,L,義大利燴海鮮調味汁,1
2376,其他,L,時鮭切片,1
2377,蛋_豆_奶_豆製品類,H,蠶豆,1
2378,其他,L,玫瑰紅茶汁,1
2379,其他肉類,E,鴨骨,1
2380,其他,L,炸衣,1
2381,其他,L,蘆薈汁,1
2382,調味料,K,Taco調味粉,1
2383,其他,L,懷舊點心,1
2384,其他,L,蜜豆奶,1
2385,調味料,K,食用菊,1
2386,海菜菇蕈中藥,I,尖尾風,1
2387,其他,L,仙楂洛神,1
2388,其他,L,菜鬆,1
2389,海菜菇蕈中藥,I,炙耆,1
2390,蔬菜類,G,蓴菜,1
2391,其他,L,港式波蘿包,1
2392,其他,L,7-11茶攤手搖風,1
2393,海菜菇蕈中藥,I,辛夷,1
2394,海鮮類,F,燕尾斑,1
2395,其他,L,當歸羊肉藥包,1
2396,海鮮類,F,中華鱘,1
2397,其他,L,玫瑰花茶粉,1
2398,其他,L,雪菜汁,1
2399,海菜菇蕈中藥,I,使君子,1
2400,其他,L,海鮮炊飯料,1
2401,調味料,K,黃金菊,1
2402,蔬菜類,G,碟瓜,1
2403,蔬菜類,G,黃麻菜,1
2404,澱粉,J,煎包皮,1
2405,海菜菇蕈中藥,I,何首烏藥包,1
2406,調味料,K,青豆粉,1
2407,海鮮類,F,龍腸,1
2408,調味料,K,柚子葉,1
2409,其他,L,酸筍,1
2410,其他,L,廣式臘鴨腿,1
2411,其他,L,鍋燒意麵,1
2412,海鮮類,F,殼魚,1
2413,其他,L,絲路,1
2414,其他,L,醬牛肉,1
2415,調味料,K,忘憂草,1
2416,蛋_豆_奶_豆製品類,H,豆胗,1
2417,其他,L,豬骨湯,1
2418,其他,L,硝鹽,1
2419,蔬菜類,G,蛇豆,1
2420,蔬菜類,G,金銀菜,1
2421,海鮮類,F,紅槽魚,1
2422,其他,L,狗尾草湯包,1
2423,蔬菜類,G,甘蔗渣,1
2424,其他,L,肺炎草,1
2425,海菜菇蕈中藥,I,桑白皮,1
2426,蔬菜類,G,樹莓,1
2427,調味料,K,木棉,1
2428,其他,L,Sahnesteif,1
2429,澱粉,J,澱粉條,1
2430,其他,L,果粒茶,1
2431,海菜菇蕈中藥,I,白鶴靈芝,1
2432,蛋_豆_奶_豆製品類,H,虎豆,1
2433,蛋_豆_奶_豆製品類,H,母乳,1
2434,調味料,K,辣鮮露,1
2435,其他,L,紅土,1
2436,海菜菇蕈中藥,I,猴尾仔,1
2437,蔬菜類,G,仙鶴草,1
2438,調味料,K,涼拌酢,1
2439,澱粉,J,菜頭粿,1
2440,海鮮類,F,蛤乾,1
2441,其他,L,巴蘭葉汁,1
2442,其他,L,塔士塔達,1
2443,調味料,K,台灣搵醬,1
2444,其他,L,高麗蔘精,1
2445,海菜菇蕈中藥,I,韓國菇,1
2446,調味料,K,刺山柑,1
2447,海菜菇蕈中藥,I,蛤蚧,1
2448,海菜菇蕈中藥,I,香薷,1
2449,其他,L,醃蔥頭,1
2450,海菜菇蕈中藥,I,桑枝,1
2451,豬肉,B,豬小肚,1
2452,其他,L,麻蓉餡,1
2453,調味料,K,雪利醋,1
2454,海鮮類,F,魚尾巴,1
2455,調味料,K,o急汁,1
2456,海鮮類,F,蝦母,1
2457,蔬菜類,G,豇菜,1
2458,其他,L,椒麻花生,1
2459,其他,L,大阪燒料理包,1
2460,其他,L,鬆糕,1
2461,其他肉類,E,鴕鳥腩肉,1
2462,其他,L,馬蹄糕,1
2463,其他,L,太和湯,1
2464,蔬菜類,G,青龍菜,1
2465,海鮮類,F,皮刀魚,1
2466,其他,L,燻雞餡,1
2467,海菜菇蕈中藥,I,丹蔘,1
2468,海菜菇蕈中藥,I,海唇菜,1
2469,海菜菇蕈中藥,I,巴蕉葉,1
2470,其他,L,素炒手,1
2471,其他,L,太妃糖,1
2472,蔬菜類,G,鬚苣,1
2473,調味料,K,黑胡椒蘑菇醬,1
2474,調味料,K,金盞花,1
2475,調味料,K,金盞花,1
2476,澱粉,J,螺絲粉,1
2477,其他,L,洋甘菊茶包,1
2478,蔬菜類,G,菊花南瓜,1
2479,其他,L,黃色著色劑,1
2480,調味料,K,摩洛哥香料,1
2481,其他,L,醃紅梅肉,1
2482,其他,L,大吉嶺茶,1
2483,海菜菇蕈中藥,I,甜珠草,1
2484,調味料,K,緬甸酸豆醬,1
2485,調味料,K,褐醬,1
2486,調味料,K,山海醬,1
2487,海鮮類,F,黑喉,1
2488,其他,L,菠菜飯,1
2489,其他,L,小麥草汁,1
2490,其他,L,小米粥,1
2491,其他,L,鴨肉湯頭,1
2492,蛋_豆_奶_豆製品類,H,蛋末,1
2493,海鮮類,F,青魚,1
2494,其他,L,椰殼,1
2495,其他,L,花果香料,1
2496,蛋_豆_奶_豆製品類,H,焗豆,1
2497,調味料,K,醉雞汁,1
2498,其他,L,蛋黃素,1
2499,調味料,K,蜂膠,1
2500,其他,L,小麥草濃縮膠囊,1
2501,其他,L,桂花烏龍茶湯,1
2502,其他,L,香柚汁,1
2503,其他,L,核桃酥,1
2504,調味料,K,特製醬料,1
2505,其他,L,封仔雞,1
2506,其他,L,丸久小山園抹茶,1
2507,調味料,K,熟油,1
2508,海菜菇蕈中藥,I,枯梗,1
2509,其他,L,清燉湯頭,1
2510,調味料,K,赤查某,1
2511,其他,L,藥燉湯頭,1
2512,海菜菇蕈中藥,I,興渠,1
2513,其他,L,越南薄餅,1
2514,其他肉類,E,香螺,1
2515,調味料,K,蘋果花,1
2516,澱粉,J,五穀饅頭,1
2517,蔬菜類,G,蔬菜乾,1
2518,蔬菜類,G,廣東萵苣,1
2519,調味料,K,香糟蒸醬,1
2520,海菜菇蕈中藥,I,乾葛,1
2521,澱粉,J,義大利脆硬餅,1
2522,海鮮類,F,西施舌,1
2523,其他,L,薄片肉,1
2524,其他,L,桃山奶黃餡,1
2525,調味料,K,加多加多醬,1
2526,其他,L,鮮味湯頭,1
2527,海菜菇蕈中藥,I,肉蓯蓉,1
2528,其他,L,紅色墨西哥豆罐頭,1
2529,調味料,K,海鮮香料,1
2530,其他,L,紫心地瓜漿,1
2531,調味料,K,鹵水,1
2532,其他,L,素肉躁,1
2533,調味料,K,鹼油,1
2534,調味料,K,美國西南方風味香料粉,1
2535,其他,L,芋汁,1
2536,調味料,K,醬鼓,1
2537,其他,L,湯筍,1
2538,調味料,K,珍珠粉,1
2539,蔬菜類,G,鴨梨,1
2540,海菜菇蕈中藥,I,墨角蘭,1
2541,其他,L,青葙,1
2542,其他,L,餅乾棒,1
2543,其他,L,四果莓茶包,1
2544,調味料,K,牛腩醬,1
2545,其他,L,素百頁,1
2546,調味料,K,豬骨醬,1
2547,其他,L,函館荒鮭,1
2548,其他,L,紫玉菜,1
2549,其他,L,豬牛混和肉餅,1
2550,調味料,K,柿霜,1
2551,海鮮類,F,炸蝦,1
2552,其他,L,立康養生固骨寶膠塊,1
2553,其他,L,罐頭蘋果,1
2554,其他,L,嫩煎菲力,1
2555,海菜菇蕈中藥,I,螺旋藻,1
2556,其他,L,牧草汁,1
2557,調味料,K,廣東油雞淋醬,1
2558,其他,L,水果茶,1
2559,蛋_豆_奶_豆製品類,H,亞答子,1
2560,調味料,K,蒜蓉酥,1
2561,其他,L,金美人仙女貝罐頭,1
2562,調味料,K,辣木,1
2563,其他,L,小黃瓜汁,1
2564,其他肉類,E,乾螺頭,1
2565,海鮮類,F,北極貝,1
2566,調味料,K,蘭姆精,1
2567,其他,L,黑瓜汁,1
2568,其他,L,果凍液,1
2569,其他,L,琵琶膏,1
2570,其他,L,素竹輪,1
2571,其他,L,焦糖絲,1
2572,調味料,K,抹茶拉堤粉,1
2573,海菜菇蕈中藥,I,大青葉,1
2574,蔬菜類,G,麻薏粉,1
2575,其他,L,素筋,1
2576,調味料,K,霸王花,1
2577,其他,L,木須肉絲,1
2578,其他,L,肉圓,1
2579,澱粉,J,雪娘皮,1
2580,海菜菇蕈中藥,I,知母,1
2581,海菜菇蕈中藥,I,酒杯菇,1
2582,其他,L,可可蜜糖,1
2583,其他,L,雞肉飯,1
2584,其他,L,炸雞翅,1
2585,蔬菜類,G,蕎麥芽,1
2586,其他肉類,E,鵝心,1
2587,其他,L,月餅餡,1
2588,其他,L,北平烤鴨,1
2589,其他肉類,E,蟋蟀,1
2590,海菜菇蕈中藥,I,鹿尾菜,1
2591,海菜菇蕈中藥,I,明日葉,1
2592,調味料,K,宮保雞丁醬,1
2593,調味料,K,醬爆醬,1
2594,其他,L,荳蔻脆捲,1
2595,澱粉,J,穀類,1
2596,其他,L,車輪卷,1
2597,其他,L,桃膠,1
2598,其他,L,三味淋汁,1
2599,蛋_豆_奶_豆製品類,H,脫脂乳,1
2600,其他,L,北海道白醬湯塊,1
2601,其他,L,西瓜汁,1
2602,其他,L,星洲炒米粉,1
2603,其他,L,橘色食用色素,1
2604,其他,L,Scotch Finger,1
2605,其他,L,蝶荳藍花,1
2606,蔬菜類,G,西洋菊苣,1
2607,調味料,K,番茜粉,1
2608,澱粉,J,甜八寶,1
2609,調味料,K,雞蛋花,1
2610,海菜菇蕈中藥,I,高麗蔘藥包,1
2611,其他,L,筍香飯,1
2612,調味料,K,微酵多醣醋,1
2613,海菜菇蕈中藥,I,黃精,1
2614,海菜菇蕈中藥,I,槐花,1
2615,調味料,K,珍珠梅,1
2616,其他,L,金萱,1
2617,其他,L,金萱,1
2618,海菜菇蕈中藥,I,木香,1
2619,其他,L,台畜歐式冷蹄,1
2620,其他,L,四方餅,1
2621,其他,L,花果茶酒汁,1
2622,其他,L,黑罌粒果泥,1
2623,其他,L,炸豆包皮,1
2624,蔬菜類,G,藤心,1
2625,海鮮類,F,三角仔,1
2626,澱粉,J,蒸粉,1
2627,澱粉,J,蒸粉,1
2628,調味料,K,美式綜合調味粉,1
2629,蔬菜類,G,菁菜,1
2630,蔬菜類,G,雞骨草,1
2631,蔬菜類,G,沙律菜,1
2632,蔬菜類,G,醃菜,1
2633,蛋_豆_奶_豆製品類,H,素輪,1
2634,其他,L,佛跳牆,1
2635,其他,L,金品比薩,1
2636,其他,L,干瓢煮,1
2637,調味料,K,雪菊,1
2638,調味料,K,鰹魚鹽,1
2639,其他,L,模範生點心餅,1
2640,其他,L,椒鹽點心棒,1
2641,蔬菜類,G,假人蔘,1
2642,其他,L,木炭,1
2643,海鮮類,F,鱒鮭,1
2644,其他,L,蛋包飯,1
2645,其他肉類,E,鵝肉丸,1
2646,調味料,K,麻糬粉,1
2647,海菜菇蕈中藥,I,鉤藤,1
2648,海鮮類,F,蝦籽,1
2649,海鮮類,F,海泥鰍,1
2650,海鮮類,F,花蟹蚶,1
2651,其他,L,奶昔,1
2652,調味料,K,蒜辣鹽,1
2653,其他,L,天廚麻婆調理包,1
2654,其他,L,越式涼拌汁,1
2655,調味料,K,花萼,1
2656,海菜菇蕈中藥,I,傘菇,1
2657,調味料,K,月見沾醬,1
2658,其他,L,康寶獨享杯,1
2659,其他,L,熱帶風情茶包,1
2660,澱粉,J,磨牙餅,1
2661,調味料,K,中華調味粉,1
2662,其他,L,肉泥冰磚,1
2663,其他,L,炸雞腿,1
2664,其他,L,什錦豆,1
2665,調味料,K,核桃酪甜醬,1
2666,其他,L,麻婆醬調理包,1
2667,調味料,K,檸檬糖漿,1
2668,調味料,K,歐石南,1
2669,其他,L,四色蔬菜棒,1
2670,澱粉,J,派餅,1
2671,其他,L,破布子蒸肉,1
2672,其他,L,能量粉,1
2673,蔬菜類,G,椰纖,1
2674,蔬菜類,G,草苺泥,1
2675,海菜菇蕈中藥,I,女貞子,1
2676,蔬菜類,G,蔬菜條,1
2677,其他,L,養生湯包,1
2678,其他,L,鏗魚香鬆,1
2679,豬肉,B,匈牙利辣腸,1
2680,調味料,K,調理素肉漿,1
2681,蛋_豆_奶_豆製品類,H,豆籤,1
2682,其他,L,咖啡色色膏,1
2683,其他,L,雞尾酒餡,1
2684,其他,L,沙其瑪,1
2685,其他,L,雪茄,1
2686,其他,L,酒藥,1
2687,澱粉,J,塔克皮,1
2688,其他,L,蔬菜泥,1
2689,海菜菇蕈中藥,I,黃耳,1
2690,海菜菇蕈中藥,I,蓮子心,1
2691,調味料,K,黑輪沾醬,1
2692,其他,L,千層香酥薄餅,1
2693,其他,L,日式鏗魚汁,1
2694,其他,L,醃漬菜,1
2695,其他,L,牛尾湯,1
2696,其他,L,醉雞胸,1
2697,其他,L,珍菇精,1
2698,海鮮類,F,蝦丁,1
2699,其他,L,素蛋黃,1
2700,其他,L,羊肉鍋湯,1
2701,蔬菜類,G,脆李,1
2702,調味料,K,歐利歐夾心餡,1
2703,海菜菇蕈中藥,I,羊栖菜,1
2704,調味料,K,玫瑰花露,1
2705,調味料,K,乳香醬,1
2706,調味料,K,甜葉菊,1
2707,蔬菜類,G,貢菜,1
2708,其他,L,餃子餡,1
2709,其他,L,芋丸,1
2710,其他,L,能量飲料,1
2711,海菜菇蕈中藥,I,蝴蝶果,1
2712,調味料,K,韓國辣炒醬,1
2713,海菜菇蕈中藥,I,霸王菇,1
2714,其他,L,蒜味湯頭,1
2715,調味料,K,白汁粉,1
2716,其他,L,韭花甜條,1
2717,調味料,K,義式調味粉,1
2718,其他,L,碳酸氫氨,1
2719,海菜菇蕈中藥,I,澤瀉,1
2720,其他,L,櫻花素,1
2721,蔬菜類,G,川牛膝,1
2722,海鮮類,F,鯰魚,1
2723,其他,L,叻沙Laksa調理包,1
2724,調味料,K,黑鹽,1
2725,其他,L,花雕醉雞,1
