食材名稱,同義詞
豬里肌肉排,里肌肉排
荸薺,烏芋
豬里肌,豬背肌肉
辣椒,辣椒碎
高梁酒,38%金門高粱酒
和風醬,萬家香 日式和風輕食佐醬
鳳梨,金鑽鳳梨
蔬菜,青菜葉
馬茲拉起司,馬茲拉起司
劍旗魚,劍旗魚腹肉
栗粉,栗粉
杏仁,熟北杏
剉冰,挫冰
秋刀魚,秋刀魚
起司,乾酪丁
素丸子,素丸子
烹大師堅魚風味,紅搭西
芋莖,芋橫
桂花香料,乾燥的桂花
裝飾糖粒,彩糖粒
莓果,冷凍綜合莓
蘿蔓萵苣,長葉萵苣
土司,土立方
蚌蘭,紅川七
琴酒,金酒
澎大海,通大海
軟殼蟹,軟殼蟹
莓果,莓果
牛腩,牛前胸肉
明太子調理包,S&B 生風味明太子調理包
芹菜,三葉芹
馬芬堡,馬芬堡
香菇頭,香菇頭
白腰豆,白腰豆
甜椒,彩椒
薤,蔥珠
小白菜,白菜
馬茲拉起司,馬札瑞拉起司
打拋葉,打拋葉
田雞,牛蛙
真姬菇,海鮮菇
素肉,素肉丁
蘆筍,籚筍
?菜,久菜
火腿,金華火腿
蘋果醬,蘋果醬
鬆餅粉,TOMMY'S原味鬆餅粉
魯菜,山東菜
優格,Strawberry yogurt
蟳,處女蟹
豆腐乳,貓乳
核桃,胡 桃
蟳,處女蟳
素肉丸,素肉丸
糖果,彩色硬式糖果
果醋,蘋果醋
羊起司,羊起司
雞肉鬆,雞肉鬆
巧克力,70%黑朱古力
醃菜,乾醃菜
紫蘇,紫蘇葉
豬里肌肉排,豬里肌肉排
番薯,甜薯
肝連肉,肝連
豬肉片,火鍋豬肉片
黑輪,小黑輪
放山雞,跑山雞
蒔蘿,蒔蘿草
波蘿蜜,木波羅
菜豆,圓粉豆
海參,刺參
水,蒸魚水
奶油,黃油
橙皮,橘皮絲
色素,食用色素
軟糖,QQ小熊軟糖
素肉,素食肉
優酪乳,酸牛奶
芝麻醬,麻汁
花瓣,乾燥玫塊花瓣
糕仔粉,熟糕仔粉
高梁酒,金門高粱
炸蝦,冷凍炸蝦
日式料理粉,日式料理粉
松阪魚,松阪魚
茶凍,咖啡茶凍
牧師米,牧師之米
玉竹,竹節黃
甜椒,彩椒-黃
玉米,甜玉米
馬鞭草,檸檬馬鞭草
蛤,蛤利
脆餅,脆餅
芝麻醬,芝麻醬
紅腰豆,腰豆
花生,去皮熟花生粒
香菇,乾香菇
椰粉,椰絲粉
米,無毒米
烤肉醬,串烤醬
樹子,蔭樹子
綠豆芽,綠芽菜
九孔,臺灣鮑
胡椒粉,黑楜椒
一夜干,一夜乾
埔里米粉,埔里米粉
鴻喜菇,鴻喜菇
甘藍芽,球芽甘藍
卡士達醬,甜卡士達餡
魚蛋,魚蛋
法式香料,法式香料粉
馬鈴薯,Potato
綠捲鬚,綠捲鬚菜
剩菜,菜尾食材
潤餅,潤餅
蛋黃醬,mayonnaise
貝禮詩奶酒,貝禮斯奶酒
蒜,蒜瓣末
蔬菜,任何葉菜類
伍仔魚,竹午
鹽蛋,鹽蛋
蛤,文蛤
雞胗,雞珍
脆梅,台東有機Q梅
三巴醬,三巴醬
胡麻豆腐,胡麻豆腐
泡打粉,泡打
九層塔,九層 塔
脆片,家樂式無糖脆片
香鬆,香素香鬆
豆干,小方乾
色素,食用色膏
泡打粉,烘焙粉
硫酸鋁納,硫酸鋁納
五花燒肉,五花燒肉
瑪斯卡彭起司,馬斯卡彭起司
豬梅花肉,上肉
午餐肉,罐頭午餐肉
西施舌,西施舌
草莓,士多啤梨
高麗菜,甘藍乾
板豆腐,板豆腐
青椒,青椒
針菇罐頭,針菇罐頭
胡蘿蔔花,胡蘿蔔花
巴西里,乾燥帕西里
小茴香,小茴香
豬肉,豚肉
辣椒醬,蒜蓉辣椒醬
蒔蘿粉,蒔蘿粉
吉利T,吉利t
蒜蓉醬,蒜蓉茄醬
西瓜,皇宮西瓜
豬油,前腿油
一陽齒,球蕨
酒粕鰈鱈,酒粕鰈鱈 - 熟成海鮮
糖醋醬,糖醋醬
芽菜,有機芽菜
乳化劑,SP起泡劑
蛇舌草,蛇舌草
節瓜,黃節瓜
米豆,甘豆
香酸汁,香酸汁
南瓜皮,南瓜皮
假人蔘,參仔葉
植物油,有機冷萃椰子油
小亨堡,小亨堡
蜜桃汁,蜜桃汁
抹茶,日式抹茶
綿花糖,綿花糖
酸白菜湯汁,酸白菜湯汁
醬油膏,白曝蔭油
肋眼牛排,肋眼牛排
豬肉片,火鍋肉片
帕馬森起司,特級陳年帕馬森乾酪
高筋麵粉,山茶花粉
柳橙,柳澄
花生,含膜花生仁
石古子,石古子
酒,洋酒
豬後腿肉,豬腿肉
白芝麻,白芝?
芋汁,芋汁
柿子,柿子
桂枝,桂枝
山葵,山葵
比目魚,扁魚
杏仁,南杏
素輪,素輪
戚風蛋糕,原味戚風
節瓜,毛瓜
發酵粉,速發酵粉
胡蘿蔔,紅蘿菠塊
珍珠米,泰國珍珠米
葵瓜子,葵瓜子
半雞,帶骨半雞
米豆,眉豆
紅扁豆,紫花鵲豆
杏仁,苦杏仁
氣泡水,蘇打氣泡水
切達起司,Gouda
養樂多,益力多
慈菇,慈菇
莫佐瑞拉起司,莫查列拉起司
豇豆,長豆子
鹿角萵苣,裂萵苣
餅乾粉,歐利歐餅乾粉
樹薯,木薯
奶油,cream
青椒,青椒丁
津白,津白
預拌粉,車輪餅預拌粉
魚肉,魚去骨
義大利香料,義大利研磨香料
雞肉,放山雞肉
歐防風,防風草
乳化劑,乳化劑
苦瓜,山苦瓜
米粉,乾米粉
泰式涼拌醬,泰式涼拌汁
茶凍,茶凍
亞麻籽,亞麻籽
雞排,咖哩雞排
兔肉,兔肉
吉利丁　,膠凍粉
莧菜,杏菜
雞腿,土雞腿
辣椒醬,麻辣鍋底醬
馬茲拉起司,馬芝瑞拉起司
炸衣,炸衣
蕎麥,烏麥
混合生豆,混合豆
油菜,油菜心
蟹肉,蟹絲
蘆薈汁,蘆薈汁
Taco調味粉,Taco調味粉
五味醬,五味醬
脆梅,脆梅丁
甘露子,地蕊
苦苣,捲曲苦苣
醃肉,醃肉
牛奶糖,森永牛奶糖
馬茲拉起司,馬自瑞拉起司
辣椒醬,剁椒醬
大阪燒醬汁,大阪燒醬汁
地瓜球,地瓜球
咖啡色色膏,咖啡色色膏
水,煮雞水
尖尾風,尖尾風
啤酒酵母,啤酒酵母
沙薑,山奈片
Oreo餅乾,Oreo 餅乾
墨魚醬,墨魚汁
鴨鵝芹,鴨鵝芹
奶油,植物黃油
饅頭,全麥饅頭
紹興酒,陳年花雕酒
甜椒,三色椒塊
蝦仁,中蝦肉
迷迭香,迷疊香
杏鮑菇,鮑菇
海帶,海帶芽
軟絲仔?,軟絲仔?
香瓜,狀元瓜
小卷,小管
紅醋栗,紅醋栗
玫瑰花茶,玫瑰花茶包
煉乳,鷹牌練奶
辣椒,小辣椒
7-11茶攤手搖風,7-11茶攤手搖風
麻婆豆腐燴飯,麻婆豆腐燴飯便當
蘋果派,美式蘋果派
醬油膏,大同蔭油膏
桔利蜜,桔利蜜
蝦,蝦子
豆豉,蔭豉
雞精粉,康寶雞粉
鯊魚,沙魚肉
起司,芝多司
甜豆,甜豆
香草醬,安格拉斯醬
雞精粉,康寶雞精
芫荽子,笎荽子
清湯,白湯
英國伍斯塔醬,烏斯特醬
鹿角萵苣,鹿角萵苣
魷魚,魷
米苔目,米篩目
砂糖,細紗
白芍,白芍
貢丸,燕丸
番薯,蕃薯
松阪豬,松阪豬肉
奶黃餡,奶黃餡
碟瓜,碟瓜
人參果,香瓜茄
甘蔗汁,鮮榨蔗汁
堅果,巴西堅果
奶油,已溶牛油
清湯,雞清湯
洛神花,洛神
香蕉,上等蕉
肉捲,肉捲
蒜味醬,香蒜醬
慈菇,燕尾草
白芷,白芷
堅果,果仁
世蒲鉾,世蒲鉾
加州李,加州黑李
高湯,高湯
蒜苗,蒜青
青豆粉,青豆粉
油麵,油麵
燻鴨肉,燻鴨肉
甜菜汁,甜菜汁
龍腸,龍腸
香料,醃漬香料
牛肚,網胃
梅醬,自製老梅
鰹魚,煙仔虎
醃肉,淹肉
帕馬森起司,Parmesan Cheese粉
梨子,Pear
當歸,當歸片
牛五花肉,牛五花肉
泡打粉,泡大粉
起司,高溶點起司
糙米,糙粳米
?菜,?菜花
可爾必思,濃縮可爾必斯
黃色色素,黃色五號色素
荳蔻粉,綠荳蔻粉
甘露子,甘露兒
烤肉醬,烤醬
黃薑粉,黃姜粉
花生,麻辣花生
花椒,川椒
巴西里,荷蘭芹
起司,Cheese
酵母粉,即溶速發酵母
伍斯特醬,?汁
山楂,山楂肉
烤鴨芥菜飯,烤鴨芥菜飯
白蒜,三星白蒜
豬骨湯,豬骨湯
花生,碎花生
色素,色素
味增醬,味增醬包
青衣魚,石老
豬脆管,豬心管
干絲,干絲
蛇豆,蛇豆
金銀菜,金銀菜
榴槤,麝香貓果
火鍋沾料,韓國火鍋沾料
咖喱醬,泰國紅咖喱醬
糕仔粉,糕仔粉
青葙,青葙
芋頭,蒸熟芋片
含殼草,含殼草
燉牛肉,beef stew
龍舌蘭酒,Tequilawine
Oreo餅乾,歐利歐餅乾碎片
香菜,香菜根末
油,食用油噴霧
紅龍果泥,紅火龍果泥
起司,chees切絲
板藍根,靛青根
椰子粉,椰乳粉
瓠瓜,瓠干
馬茲拉起司,馬芝瑞拉cheese
粉圓,粉圓
鵝腿肉,鵝腿肉
麻竹筍,巨麻竹
果凍,果凍
土魠魚,土魠魚
A菜,尖葉萵苣
西葫蘆,夏南瓜
蘿蔓萵苣,羅美心
甘蔗,甘蔗
黃瓜皮,黃瓜皮
慈菇,慈姑
茉莉花,茉莉花
雞骨,雞骨
木耳,木耳絲
龍葵,黑甜菜
黑木耳,川耳
調味粉包,調味粉包
香柚皮,香柚皮
預拌粉,餅乾預拌粉
榨菜,炸菜絲
紅捲鬚,紅萵苣
蘭姆酒,rum 藍姆酒
豬里肌,大里肌
吉利丁　,明膠粉
檸檬酪,檸檬酪
蝦泥,蝦泥
寬冬粉,寬冬粉
酸辣湯包,泰式酸辣湯罐頭
核桃酪甜醬,核桃酪甜醬
檸檬酸,檸檬酸
橄欖,黑橄蘭
蕃茄醬,番茄醬
帕馬森起司,帕瑪森
龍鬚菜,隼人瓜苗
滷蛋,魯蛋
木瓜粉,木瓜粉
菊花,菊花葉
萊姆,青檸
起司,調味乾酪
義大利香料,義大利綜合辛香料
魚漿,魚漿
素高湯,素高湯
美生菜,美生菜
汽水,C.C.Lemon
黑木耳,木菌
木棉,木棉
九孔,貴妃鮑片
綠色色素,綠色色素
甘草,甘草
洋蔥,洋?
蘇梅汁,蘇梅汁
炸雞,香酥雞
雞湯,雞雞湯
雪蛤膏,蛤士蟆油
膨皮,椪皮
冬瓜,白瓜
四果莓茶包,四果莓茶包
海蝦,大海蝦
胡蘿蔔,紅羅波
南瓜子,白瓜子
筍乾,筍乾
當歸,山當歸葉
四神湯,四神包
香菇,鮮菇
酸梅湯,酸梅湯
筊白筍,茭耳菜
蕎麥,蕎麥
豬母菜,豬母乳
假人蔘,台灣參
凱薩醬,穀盛脆綠鮮
七葉蘭,斑蘭葉
植物油,COCO FRESCO有機冷萃椰子油
甜椒,彩椒片
紅尾冬魚,紅赤尾冬
威士忌,Whisky
花豆,赤花菜豆
青花椰苗,綠藤青花椰苗
穀片,穀片
印度香料茶,印度香料茶
蔥,蔥片
乾蓮葉,乾蓮葉
瓠瓜,瓢瓜
豬胛心肉,豬肩小排
豬五花肉,三層肉
筊白筍,茭瓜
油菜,寒菜
無花果,無花果
杏仁茶,杏仁茶
辣椒醬,香麻辣醬
花生,油炸花生
薑,嫩薑
小白菜,不結球白菜
十穀粉,綜合穀粉
波菜汁,波菜汁
燻雞,燻雞
豬腦,豬腦
胡蘿蔔,紅蘿菠絲
白斬雞,白斬雞腿
軟糖,彩色軟糖
腰子,豬腰
羊排,羊肩排
豬腳,豬腳
豬腸,豬腸
油醋,大蒜油醋汁
牡蠣,鮮珂
胡蘿蔔,紅蘿蔔絲
菜心,菜芯
寬冬粉,特級寬粉
培根,焙根
瓜子?,瓜子?
豬後腿肉,豬後腿肉
透抽,透 抽
凱薩醬,凱撒醬
熟蛋,煎蛋
起司,半軟質起司
?蝦蛄,蝦菇
色素,Wilton天然食用色素
龍眼,新鮮龍眼
麵片,揪片
含殼草,老公根
蛋包飯,鰻香蛋包飯
比目魚,比目魚
芍藥,芍藥
蝦,大沙蝦
脆梅,阿金姐好運梅
椰纖,有機椰纖
葵瓜子,葵花籽
豆豉,豆屎
高筋麵粉,洽發高筋
罌粟籽,poppy seeds
起司,輕怡芝士
鴿肉,鴿肉
吉利丁　,粉明膠
雪裡紅,雪裡蕻
假人蔘,土高麗參
海鮮,綜合海鮮料
黃瓜皮,大黃瓜皮
巴西里,parsley
酸菜,包心酸菜
熟地,熟地
醬油,料亭和露
胡蘿蔔,紅羅蔔丁
牛絞肉,碎牛肉
葡萄,紅葡萄
辣腸,辣腸
含殼草,蚶殼草
植物油,值物油
甘梅,甘梅
醃漬破朴子,醃破布子
抹茶醬,抹茶淋醬
小米,小米
海蜇皮,即食海蜇
香精,抹茶香精
夾心餅乾,迷你夾心餅乾體
和風醬,香柚和風醬
蛤蚧,蛤蚧
海菜,龍爪菜
醃蔥頭,醃蔥頭
媚仔菜,鵝仔草
義大利香料,義式香料粉
慕斯粉,慕斯粉
福菜,客家覆菜
雪利醋,雪利醋
愛玉,愛玉
雞米花,冷凍雞球
荔枝,玉荷苞荔枝
海鮮,雜錦海鮮
炒飯,臘味炒飯
豬里肌肉片,豬里肌片
白芝麻,白芝麻
蔥,青蔥蔥綠
鴻喜菇,喜菇
土司,冰種
酵母粉,酵母粉
蟹肉棒,蟹味棒
南瓜,南瓜肉
太白粉,太白
隔夜飯,隔夜熟飯
巧克力,水滴巧克豆
豌豆仁,豌豆
甜椒,甜彩椒
帕馬森起司,parmesan cheese粉
貝果,貝狗
海鮮香料,海鮮香料
韓國菇,韓國菇
牛排,牛排
胡麻醬,胡麻醬
榨菜,榨菜
卡門貝爾起司,Camembert
梅醬,梅露
白菇,美白菇
素百頁,素百頁
夏威夷豆,夏威夷果
沙薑,沙姜
竹輪,竹輪切片
櫻桃,含桃
飯,飯
山藥,山藥
雞汁,雞汁
脆梅,酒梅
筍,竹荀
牛奶,全脂奶
軟殼蟹,生凍軟殼蟹
絲瓜,菜瓜
玫瑰紅茶汁,玫瑰紅茶汁
鱔魚,鱔魚
紅燒扣肉,紅燒扣肉罐頭
麻糬,日式麻薯
空心菜,壅菜
萊豆,黃帝豆
豆瓣醬,辣味豆瓣
南非國寶茶,南非國寶茶
鷹嘴豆,鷹嘴豆醬
豬油,豬網油
醬爆醬,醬爆醬
奧勒岡,乾牛至
花旗蔘,西洋蔘
落葵,藤菜
燒賣皮,大黃皮
榛果,萬歲牌可可榛果
小番茄,紅番茄
椰殼,老椰子殼
鮭魚,時鮭
低筋麵粉,低筋粉
鬼頭刀,鬼頭刀魚條
吻仔魚,刺公鯷
牛小排,去骨牛小排
橄欖油,橄蘭油
豆瓣醬,辣豆辨醬
鼠麴草,鼠鞠草
大阪燒醬汁,OKONOMI醬
奶泡,奶泡
冬蟲夏草,冬蟲夏草
豆瓣醬,豆醬
柳橙汁,橙汁
新竹米粉,新竹炊粉
荸薺,去皮荸萁
起司,芝士片
辣油,辣椒油
紅糟,紅麴粉
雞腿,清腿
麻糬粉,麻糬粉
番薯,朱薯
天山華翠菇,華翠菇
港式油雞,港式油雞
雞肉飯,麻油雞炒飯
皮刀魚,皮刀
水,涼水
裝飾糖粒,裝飾糖豆
香鬆,廣達香素香鬆
水蓮菜,水蓮菜
鹽焗雞香料粉,鹽焗雞香料
莓醬,莓醬
巴蕉葉,巴蕉葉
魚醬,魚醬罐頭
美生菜,天津白菜
土司,冰種鮮奶吐司
筊白筍,葩白筍
糖醋醬,酸溜醬
香菇精,香菇精
蒜,蒜球
雞蛋,彩色機蛋
豆籤,豆籤
麻辣鍋底,麻辣湯底
酒釀,甜白酒
日本梅,日本梅
卡士達粉,卡式達粉
紅蔥頭,紅蔥仁
寬冬粉,龍口小寬粉
麩片,bran flakes
肉汁,小牛肉汁
柳橙汁,市售柳澄汁
豆瓣醬,豆瓣醬
膏蟹,鋸緣青蟹
食茱萸,越椒
黃色著色劑,黃色著色劑
罐頭蘋果,罐頭小蘋果
筍,筍粒
義大利香料,義大利風混合香料
松露,松露
當歸,山當歸
摩洛哥香料,摩洛哥香料
飯團,飯團丸子
帕馬森起司,帕瑪森乾酪
二砂糖,二沙
軟糖,QQ軟糖
猴尾仔,猴尾仔
蓮藕,水煮藕片
木香,木香
天婦羅粉,炸天婦羅粉
九層塔,九 層 塔
沙朗牛排,沙朗
奇亞籽,奇異籽
杏桃汁,杏桃汁
麻吉燒,西北麻吉燒
麵包粉,五榖雜糧粉
奶油起司,cream cheese 抹醬
土司,液種
綠豆芽,綠荳芽
牛小排,帶骨牛小排
橙皮,橙皮屑
棉花糖,棉花糖們
雞心,雞心
椰子汁,椰汁
蛇瓜,蛇瓜
藥燉包,十全藥膳包
花枝,花枝
肉捲,苔香肉捲
米漿,米漿
武林菜,武林菜罐頭
姬松茸,姬松茸
牛奶,冰牛奶
鍋餅,大鍋餅
香鬆,海島香鬆
巧克力粉,黑巧克力粉
巧克力,巧克力
鮮味炒手,康寶鮮味少手
黃鰭鯛,赤翅魚
甘露子,冬蟲草
和風醬,柚香和風醬
綜合丸,桂冠火鍋肉丸子
酸橙醋,酸橙醋
棒棒腿,小雞腿棒
九層塔,九層搭
果糖,果糖
魚卵,魚卵
肋眼牛排,肋眼
火鍋料,火鍋配料
椰殼,椰殼
雞醬,非洲雞醬
起司,乳酪
烏龍麵,日式冷
黃醬,黃醬
沙薑,山奈
果泥,果蓉
香菜,香菜根切碎
胡椒粉,黑胡粒
豬排,帶骨豬扒
臘腸,臘 腸
麥粉,小麥粉
義大利甜醋,義大利香醋
魚子醬,魚子醬
雪裡紅,雪菜葉
咖啡,咖啡
牛排,較厚的牛排肉
膳纖熟飯,南僑膳纖熟飯
預拌粉,冰皮餅皮預拌粉
瓠瓜,瓢乾
豌豆仁,豆莢
羊栖菜,海菜芽
甜椒,紅/黃彩椒
香柚汁,香柚汁
韓國大醬,韓式大醬
鯰魚,鯰魚排
胡蘿蔔,甘筍粒
綜合丸,手工丸
辣椒醬,椒辣膏
濃湯塊,北海道濃湯
蠑螺,蠑螺
櫻桃,崖蜜
南瓜,南 瓜
栗子,糖炒栗子
黑豆,黑豆粒
馬鈴薯,馬零薯丁
TABASCO,Tabasco醬
雪娘皮,雪娘Q皮
藕粉,藕粉
馬鈴薯,馬玲薯去皮後
青嘴魚,青嘴龍占魚
沙拉醬,沙拉醬
奧勒岡,俄力岡香料
牛肝菌,牛乾菌菇
焦糖,焦糖淋醬
帕馬森起司,帕米森起司Parmigiano-Reggiano
清燉湯頭,清燉湯頭
米,免洗米
筊白筍,加白筍
明太子醬,明太子醬包
葡萄柚,紅寶石葡萄柚
赤查某,赤查某
綠捲鬚,綠捲鬚
梨子,梨子
魚肉,魚肉
粄條,細淀粉條
麥粉,SemoladiGranoDuro
魚肚,魚肚
豬肉絲,肉絲
絲瓜,絲瓜片
蚵仔白菜,皺葉白菜
預拌粉,銅鑼燒預拌粉
三角仔,高背?
纖維粉,纖維粉
接骨木花,接骨木花
紅茶,紅茶茶包
墨西哥香料,墨西哥蒜味香料
鮮味粉,韓國鮮味粉
胡蘿蔔,羅蔔
泡芙殼,泡芙殼
蘿蔓萵苣,羅蔓
大麥,麥片
芒果,凱特芒果
蜜豆,八寶蜜豆
鼠麴草,佛耳草
全雞,大成鹿野皇金雞
花椰菜,綠花耶
在來米粉,rice flour
廣東萵苣,廣東萵苣
豬五花肉,中肉
柑桔,桔子
班尼迪克蛋,班尼迪克蛋
香糟蒸醬,香糟蒸醬
甜椒,紅甜
打拋醬,泰泰風打拋醬
麥芽,麥牙
粉紅甜心菇,玫瑰菇
純喫茶,純喫茶
A菜,鵝仔菜
砂糖,細砂煻
焦糖,焦糖丁
橘子,橘
芝麻菜,火箭菜
涼筍,涼筍
預拌粉,田園預拌粉
檸檬酪,lemon curd
蟹鉗,蟹鉗
海鮮濃湯,康寶海鮮濃湯
義大利脆硬餅,義大利脆硬餅
小番茄,小番切
消化餅乾,7-11消化餅乾
凸皮麵,凸皮
白花椰菜,白花椰菜
迷迭香,Rosemary
蛋塔,蛋塔
洋芋片,薯片
雞骨,雞架
櫻桃,樂桃
黑木耳,乾川耳
黃色色素,黃色素
糯米粉,雪大福粉
人蔘,乾白蔘
蟹肉棒,蟳味棒
櫻花蝦,櫻蝦
鰹魚,鰹魚
鴨腿肉,鴨腿肉
甘果,甘果
蔥,?段
獅子頭,獅子頭
大頭菜,蕪菁蕓苔
空心菜,空心菜葉
鴨腳,鴨掌
鵝肉,鵝切塊
小茴香,小茴香籽
魚雜,青甘魚雜
豆輪,乾豆輪
β-葡萄糖酸內酯,β-葡萄糖酸內酯
九孔,九孔螺
菜脯,蘿蔔乾
高山茶,高山茶
蝦油,味露
薯條,Jagabee加卡比薯條
魚下巴,魚下巴
雞睪丸,雞睪丸
馬茲拉起司,馬蘇里拉起司
打拋醬,打拋醬
豬梅花肉,梅花豬
凱薩醬,7-11凱撒醬
美生菜,美生葉
麻油,冷壓芝壓油
烤肉醬,BBQ醬
乾枇杷葉,乾琵琶葉
魚油,魚油
酸甜醬,甜醬
白腰豆,海軍豆
假人蔘,土高麗
酒粕,酒粕
茼蒿,茼蒿菜
什穀雜糧,什穀雜糧
橄欖油,DOP頂級初榨橄油
泰式酸辣湯塊,泰式酸辣湯方便煮材料包
康寶濃湯,玉米濃湯
纖維粉,洋車前子纖維粉
蝦蛄,撒尿蝦
雞酒,雞酒
胡椒粉,白胡椒
蚌殼,蚌殼
牡蠣,牡蠣
荸薺,馬蹄丁
胡椒粉,楜椒粉
豌豆仁,腕豆
BB醬,BB醬
鹵水,鹵水
醉雞腿,醉雞腿
甜蘿勒,sweet basil
羊奶頭,台灣天仙果
巴西里,curly parsley
楊桃,楊 桃
皮蛋,灰包蛋
饅頭,山東饅頭
綜合丸,龍蝦丸
蟳,紅尋
落葵,木耳菜
和風醬,市售和風醬
葛樓子,葛簍子
茅屋起司,無鹽茅屋起司
吉利T,吉力T
味噌,白味噌
珍珠粉,珍珠粉
情人果,芒果青
軟糖,軟糖
竹筴魚,竹筴魚
罐裝蜜桃,水密罐頭
沙其瑪,沙奇瑪
七味粉,日式七味唐辛子
豇豆,缸豆
麻吉皮,Q皮
透抽,中卷
歐防風,歐洲蘿蔔
碟瓜,飛碟瓜
腐皮,枝竹
乾果,乾果仁
綠茶,綠茶粉
茶碗蒸,茶碗蒸
巧克力餅乾,巧克力餅乾
梅子汁,梅汁
鵝蛋,鵝蛋
鹽麴,穀盛鹽麴
天麻,合離草
蜂蜜水,蜂蜜水
金平醬,金平醬
板腱肉,牛板腱
裝飾糖粒,造型糖粒
植物油,COCO FRESCO 椰蜜
蟹鉗,蟹螯
蒜苗,蒜薹
莓果,綜合莓果
海珊瑚,海珊瑚
胡蘿蔔,甘荀
油菜,芸苔
仙楂,仙楂
豬里肌肉片,豬里肌薄片
草魚,草魚肉
過溝菜,山鳳尾
醬油膏,有機蔭油
紅葉萵苣,皺葉菊苣
黃金燴鱈寶,黃金燴鱈寶
冬粉,冬粉
魚肉,海水魚
蛋豆腐,雞蛋豆腐
海蜇皮,海蜇絲
薤,?頭
酸豆,羅望果子生果
麵包粉,五穀粉
豬骨醬,豬骨醬
紅捲鬚,紫蘿莎
蘇打餅,市售蘇打餅
混合菇,任何菇類
四破魚,硬尾仔
預拌粉,奶酪預拌粉
嫩肉粉,嫩肉粉
葡萄酒,葡萄酒
欖仁葉,乾欖仁葉
芥末,哇撒米
龍鬚菜,龍鬚豆苗
青江菜,清江菜
炸大蝦,炸蝦
土佐醋,土佐醋
黃色色素,食用黃色5號色素
檸檬汁,青檸擠汁
鯖魚,花飛
醋,酒醋
蓮葉,鮮蓮葉
十穀粉,桂格穀珍十穀粉
麥芽,麥芽水飴
烤餅,Naan印度烤餅
海菜,水萵苣
火鍋料,火鍋拼盤
芥菜,蓋菜
焦糖脆餅,焦糖脆餅
水針魚,水針魚
糖醋醬,酸甜糖醋汁
粉腸,粉腸
黃豆,黃豆
九孔,mussel
牛奶,高大鮮乳
糖果,糖果眼睛
羊腿,羊腿
肉燥,紅蔥肉燥
蜂膠,蜂膠
奶油起司,忌廉芝士
羊腱,羊腱
鵝腿肉,去骨鵝腿
杏仁,杏仁角
羊腩,羊腩
豬腱子肉,豬腱
明日葉,明日草
蝦皮,蝦皮
話梅,乾梅
辣木,辣木
葡萄,萄葡
九層塔,九曾塔葉
螃蟹,螃蟹
羊排,乳羊排
養生湯包,養生湯包
芥藍菜,芥藍菜
雪利酒,雪利酒
椰子汁,椰皇水
羊睪丸,羊睪丸
剩菜,冰箱剩菜
蚌蘭,蛤仔草
甘草,甘草枯梗
貢丸,摃丸
欖角,欖角
二砂糖,2砂
豆瓣醬,哈哈豆辦醬
PIZZA醬,PIZZA 醬
素竹輪,素竹輪
芥藍菜,格藍菜
孟宗竹筍,孟宗竹筍
焦糖絲,焦糖絲
拌飯粉,粉紅色食用拌飯粉
豬里肌,豬菲力肉排
煎餃,自製全麥煎餃
鹹肉,鹹肉
玉子燒,蛋玉子
紅藻,石花菜
蔥,青蔥段
派餅,蝴蝶酥
覆盆子,新鮮冷凍覆盆莓
大芥菜,芥菜
起司,乳酪絲
筊白筍,美人腿
奧勒岡,奧勒剛
焗烤起司,焗烤雙色起司條
麻薏粉,麻薏粉
香辣粉,韓式辣粉
叻沙醬,叻沙醬包
菜脯,老菜脯
鬼頭刀,鬼頭刀魚乾
螞蟻上樹,螞蟻上樹
